nu,[0]cis-1-3-Dichloropropene-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
630.277308,0.9845427094253411
630.39651,0.9868097637701227
630.515712,0.9854479200558788
630.634914,0.9832400374372141
630.754116,0.9862050347533119
630.873318,0.9819548001966404
630.99252,0.9845929223839412
631.111722,0.9859299219286393
631.230924,0.9851562706377855
631.350126,0.9813196809241533
631.469328,0.984782967156692
631.58853,0.9858747113989206
631.707732,0.9860600732681333
631.826934,0.9852400124797677
631.946136,0.9853740142333777
632.065338,0.9850085082796438
632.18454,0.9813491209561793
632.303742,0.9847494851050068
632.422944,0.9844915145355295
632.542146,0.983506531595687
632.661348,0.9831692467030156
632.78055,0.9827996445558134
632.899752,0.9881794185484858
633.018954,0.9830060541534192
633.138156,0.984405867499465
633.257358,0.9836098052032741
633.37656,0.9829254509617547
633.495762,0.9835498068351255
633.614964,0.9800487143818897
633.734166,0.9821531751014709
633.853368,0.9838754157064833
633.97257,0.9818939208863063
634.091772,0.9812696348966108
634.210974,0.9836688235621194
634.330176,0.9805025819988938
634.449378,0.9820932655850485
634.56858,0.9795421601521056
634.687782,0.97915433825049
634.806984,0.9838852545098343
634.926186,0.982667958226624
635.045388,0.9825107439307867
635.16459,0.9817888638574227
635.283792,0.9802506252131539
635.402994,0.9820913014004816
635.522196,0.9800869370270873
635.641398,0.9809301743330006
635.7606,0.9801771091731489
635.879802,0.9796166081852666
635.999004,0.9802202379147779
636.118206,0.979971293591615
636.237408,0.9818831201125809
636.35661,0.9807585265721095
636.475812,0.9805486667032299
636.595014,0.9814138921355878
636.714216,0.9832036582288484
636.833418,0.9802310203966985
636.95262,0.9788870656005243
637.071822,0.9803908110756097
637.191024,0.9814197806366062
637.310226,0.9774990099128588
637.429428,0.9794461697240185
637.54863,0.9771891918354761
637.667832,0.9790016020874533
637.787034,0.9781874115047658
637.906236,0.9802908163126995
638.025438,0.9781199189018936
638.14464,0.9783243673290606
638.263842,0.977388558765346
638.383044,0.9795833017868003
638.502246,0.9782167575672998
638.621448,0.9740175081381292
638.74065,0.9775038974201271
638.859852,0.9786325880469837
638.979054,0.9769888885829346
639.098256,0.9788929389405379
639.217458,0.976465362856083
639.33666,0.9763394069486052
639.455862,0.9796626512478548
639.575064,0.9779908155936043
639.694266,0.980216317041668
639.813468,0.9754669495653517
639.93267,0.9748418756082862
640.051872,0.97781674872084
640.171074,0.9789134959081031
640.290276,0.9742912455162164
640.409478,0.9749959127932495
640.52868,0.9754289070961517
640.647882,0.976447786637738
640.767084,0.9763472176951037
640.886286,0.9756630381284548
641.005488,0.9748623475026281
641.12469,0.9746254847321771
641.243892,0.9744744294891273
641.363094,0.9715174970325117
641.482296,0.9743185260530166
641.601498,0.972836741180696
641.7207,0.975892345885021
641.839902,0.9753645309127208
641.959104,0.9739317983686983
642.078306,0.971880912530864
642.197508,0.9728678724545115
642.31671,0.9734634498205385
642.435912,0.9735315946470671
642.555114,0.9719839373678122
642.674316,0.9761002330938964
