nu,[0]Isopropylamine-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
653.755042,0.9782509957529794
653.996096,0.9781101377516105
654.23715,0.9780827510511689
654.478204,0.9779820137158726
654.719258,0.9779878816255585
654.960312,0.9779194248698592
655.201366,0.9780641676554418
655.44242,0.9779556085579735
655.683474,0.9775283353230351
655.924528,0.9777023508536453
656.165582,0.9773905135444183
656.406636,0.9776964846571389
656.64769,0.9774833700538194
656.888744,0.9775469085378512
657.129798,0.9773387132199212
657.370852,0.9775429983580375
657.611906,0.9775703699451919
657.85296,0.9776397799054825
658.094014,0.9771413107381727
658.335068,0.9768071855485643
658.576122,0.9770846381856697
658.817176,0.976921478675291
659.05823,0.9768736106956111
659.299284,0.9768804488348194
659.540338,0.9769673950638155
659.781392,0.9772507566938344
660.022446,0.9770641196237134
660.2635,0.9769820496846507
660.504554,0.9768032783276366
660.745608,0.9767847192416602
660.986662,0.9767935103436933
661.227716,0.9765327412906493
661.46877,0.9766694654448974
661.709824,0.9762652079732739
661.950878,0.9763940834863231
662.191932,0.976185157508334
662.432986,0.9761763718814518
662.67404,0.9760621659271203
662.915094,0.9762827809051733
663.156148,0.9757976889184073
663.397202,0.9755430389548655
663.638256,0.9752026338384182
663.87931,0.9756971869323898
664.120364,0.9757342641299556
664.361418,0.9756610868043298
664.602472,0.9753391717645874
664.843526,0.9756718191353124
665.08458,0.9755986464928856
665.325634,0.975645476351825
665.566688,0.9755342591070242
665.807742,0.9752591972315033
666.048796,0.9754172020194971
666.28985,0.9749988377853753
666.530904,0.9750973176411406
666.771958,0.9746556985905162
667.013012,0.9746176877594872
667.254066,0.9744042698559813
667.49512,0.9739990019812836
667.736174,0.9741139406447652
667.977228,0.9734050437657484
668.218282,0.9739814701570348
668.459336,0.9741762859319943
668.70039,0.9743302179454805
668.941444,0.9735676159824596
669.182498,0.973712688364865
669.423552,0.9733495612595202
669.664606,0.9731500450505721
669.90566,0.9731471256048162
670.146714,0.9733515079605894
670.387768,0.9731597765996803
670.628822,0.9729340297191599
670.869876,0.972850360990411
671.11093,0.9724574088262526
671.351984,0.9721744648906235
671.593038,0.9695987042924733
671.834092,0.9711279966162545
672.075146,0.971285332095536
672.3162,0.9720130973233303
672.557254,0.971748745714307
672.798308,0.9722201581642569
673.039362,0.9718643906957869
673.280416,0.9725459064770379
673.52147,0.9723290529199637
673.762524,0.9720869731259718
674.003578,0.9717400000149513
674.244632,0.9717195936892181
674.485686,0.9722396027618655
674.72674,0.9713980077291196
674.967794,0.9718303760373725
675.208848,0.9721754370655745
675.449902,0.9717594350093008
675.690956,0.9714261786798205
675.93201,0.9719061817630884
676.173064,0.9717400000149513
676.414118,0.9718575876688627
676.655172,0.9717186219701103
676.896226,0.9715952215412132
677.13728,0.9716515756983174
677.378334,0.9712707629248236
677.619388,0.9716719805956577
677.860442,0.9709163137872588
678.101496,0.9712571652293268
678.34255,0.9712396827576953
678.583604,0.9707726288057692
678.824658,0.9711260543622035
679.065712,0.9705920818881952
679.306766,0.9705552000898421
679.54782,0.9705600528779744
679.788874,0.9704814406975276
680.029928,0.97067555639659
680.270982,0.9707289450203656
680.512036,0.9701457122034252
680.75309,0.970150562944113
680.994144,0.9698362850774828
681.235198,0.9696801540044739
681.476252,0.9693757222344057
681.717306,0.9696520336877543
681.95836,0.9694581226727647
682.199414,0.9690171195627644
682.440468,0.9689202226957322
682.681522,0.9690859222207188
682.922576,0.9686702735231064
683.16363,0.9687099898184993
683.404684,0.9681221612786901
683.645738,0.9681018309267726
683.886792,0.9686741482119499
684.127846,0.9683768108920627
684.3689,0.9684300730813585
684.609954,0.9680398743922236
684.851008,0.9681705685969269
685.092062,0.9680485867902988
685.333116,0.9676333830141437
