nu,[0]2-Methylfuran-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
646.748935,0.976970325970397
646.867937,0.9775009649128336
646.98694,0.9775420208155279
647.105942,0.9780631895917632
647.224944,0.9788714035327716
647.343947,0.9788322494597169
647.462949,0.9797919752530161
647.581952,0.9798076520500342
647.700954,0.9802555264785331
647.819956,0.9805653361722539
647.938959,0.9814502051213829
648.057961,0.981900794167809
648.176964,0.9822946153421385
648.295966,0.9825254817024788
648.414968,0.9833029668133286
648.533971,0.9838931256233548
648.652973,0.984513173587098
648.771975,0.9845604313536075
648.890978,0.9855770221894112
649.00998,0.9859506266743989
649.128983,0.9862533599839732
649.247985,0.9867910145627291
649.366987,0.9868521975022836
649.48599,0.9874513986253104
649.604992,0.9877259482747613
649.723994,0.9886696771141592
649.842997,0.988499640553259
649.961999,0.989212605787179
650.081002,0.9895222777939312
650.200004,0.990367096538686
650.319006,0.9902103338353994
650.438009,0.9907581706613517
650.557011,0.9905592463933478
650.676014,0.9905373552759003
650.795016,0.990440584503619
650.914018,0.9899062869306703
651.033021,0.9883276565788424
651.152023,0.989173038074307
651.271025,0.9901616166854263
651.390028,0.9896251934623438
651.50903,0.9890424758505776
651.628033,0.9889099530380403
651.747035,0.9904331562270914
651.866037,0.9888486425215975
651.98504,0.9872993428185197
652.104042,0.9833265663677256
652.223044,0.9662825429595436
652.342047,0.939507008816979
652.461049,0.9628467672907027
652.580052,0.9609527872411733
652.699054,0.9698615011487023
652.818056,0.9716914142296053
652.937059,0.975549867780039
653.056061,0.9775048749245132
653.175064,0.9765610611507827
653.294066,0.9759665165217568
653.413068,0.9760016519487855
653.532071,0.9783683929161586
653.651073,0.9836225922138572
653.770075,0.9850498795057813
653.889078,0.9864082139172065
654.00808,0.9889198421870163
654.127083,0.9904173094233665
654.246085,0.990537157168449
654.365087,0.9918880806376408
654.48409,0.9915007248088619
654.603092,0.9918202378131762
654.722094,0.9924344638364532
654.841097,0.993390638549358
654.960099,0.9931070660039593
655.079102,0.9937769439225242
655.198104,0.9935891378283578
655.317106,0.9942869817114558
655.436109,0.9940871501118803
655.555111,0.9939197599304503
655.674113,0.9934220301895215
655.793116,0.9934859092797534
655.912118,0.9936091091707395
656.031121,0.9932252527767872
656.150123,0.993064264011804
656.269125,0.9929057836023408
656.388128,0.9927045419965304
656.50713,0.9926589779037567
656.626133,0.9922869990320334
656.745135,0.9920543350116829
656.864137,0.9921953159491466
656.98314,0.9917622180263594
657.102142,0.9917176889024564
657.221144,0.9914766316339823
657.340147,0.9913204863612629
657.459149,0.9911395868800817
657.578152,0.990752622431131
657.697154,0.9909046155409855
657.816156,0.9902605387720091
657.935159,0.9907029869681261
658.054161,0.9900320130125477
658.173163,0.9900102325478474
658.292166,0.9896459758096203
658.411168,0.98993697450122
658.530171,0.9897805768149914
658.649173,0.9895282149454094
658.768175,0.989489624097553
658.887178,0.9893857331413933
659.00618,0.9889099530380403
659.125183,0.9890642350243963
659.244185,0.9890009369389151
659.363187,0.9889010528885137
659.48219,0.9887349314662186
659.601192,0.9888318322375625
659.720194,0.9886894507054367
659.839197,0.9886528698725102
659.958199,0.9886845072705418
660.077202,0.9886311197486252
660.196204,0.9890424758505776
660.315206,0.988622222108587
660.434209,0.9888357875728022
660.553211,0.988755695117797
660.672213,0.9887626164318873
660.791216,0.9888585310574655
660.910218,0.9890879728508897
661.029221,0.9891631463933848
661.148223,0.9892333794700234
661.267225,0.9896321208629439
661.386228,0.9896855624403801
661.50523,0.9896360793993444
661.624232,0.9895440475235089
661.743235,0.9899904325411971
661.862237,0.9900320130125477
661.98124,0.9904108717317778
662.100242,0.9905464682614885
662.219244,0.9903722464609779
662.338247,0.9905884683221378
662.457249,0.9908924274891711
662.576252,0.9909633779269746
662.695254,0.9911735835509513
662.814256,0.9915174813127032
662.933259,0.9916797068423324
663.052261,0.9918548529435064
663.171263,0.9918232132783528
663.290266,0.9923630111273853
663.409268,0.9922145647249885
663.528271,0.9927711547061298
663.647273,0.9927472292096048
663.766275,0.993008951872756
663.885278,0.9932782924214314
664.00428,0.9935896346230509
664.123282,0.9935883429573655
664.242285,0.9939832734323446
664.361287,0.9942642128002797
664.48029,0.9945907827876201
664.599292,0.9947712179205896
664.718294,0.9944301693460845
664.837297,0.9951565674314061
664.956299,0.9949761618999864
665.075302,0.9952369793306516
665.194304,0.9952938089846426
665.313306,0.9958902681571102
665.432309,0.9960117741815422
665.551311,0.9961178550842003
665.670313,0.9962606090009077
665.789316,0.996409062891189
665.908318,0.9966389609797229
666.027321,0.9966893921870472
666.146323,0.997085754681023
666.265325,0.9972842942187351
666.384328,0.9975993860934201
666.50333,0.9975026236460236
666.622332,0.9978849398985205
666.741335,0.997858296726313
666.860337,0.9982896642939747
666.97934,0.9982689000849059
667.098342,0.9984068703804254
667.217344,0.9985050185996898
667.336347,0.9985265865410244
667.455349,0.9985935899229197
667.574351,0.9990040762615662
667.693354,0.9988144033756793
667.812356,0.9993402877059095
