nu,[0]Ethylacetate-PNNL(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
668.575332,0.9978041144918618
668.694934,0.9988227934519059
668.814536,0.9981442240854635
668.934138,0.9989000054380446
669.05374,0.9987075359520272
669.173342,0.9981223649663142
669.292944,0.9986646923177375
669.412546,0.9990539278087575
669.532148,0.9979292469734616
669.65175,0.9986224496946902
669.771352,0.9988218945117964
669.890954,0.998966234703881
670.010556,0.998904800169578
670.130158,0.9993142552304893
670.24976,0.9988483636427153
670.369362,0.9988124057488702
670.488964,0.9990250655577002
670.608566,0.9988906158221247
670.728168,0.9989587424852167
670.84777,0.9987561741933597
670.967372,0.9990681644286643
671.086974,0.998613062687782
671.206576,0.9984945343520369
671.326178,0.9989198837459413
671.44578,0.9989672336706152
671.565382,0.9990874066668134
671.684984,0.9987376973750481
671.804586,0.9990763268489112
671.924188,0.9990950597056596
672.04379,0.9985613358708709
672.163392,0.9992727545712368
672.282994,0.9993056611648489
672.402596,0.9986303388432048
672.522198,0.9990592827521617
672.6418,0.9994147613190018
672.761402,0.9997911218180857
672.881004,0.9993086490932427
673.000606,0.9994754476257267
673.120208,0.9987079354351215
673.23981,0.9989072974347001
673.359412,0.9992110214074164
673.479014,0.9985100111372641
673.598616,0.999183863220936
673.718218,0.9993516702566101
673.83782,0.999243236490051
673.957422,0.9989530484366125
674.077024,0.9996559691921747
674.196626,0.9992865246446704
674.316228,0.9991500014536023
674.43583,0.9989181855835824
674.555432,0.9990974375547313
674.675034,0.9988994060982211
674.794636,0.9996881786263933
674.914238,0.9996341269478752
675.03384,0.9992073243334768
675.153442,0.9992239512816895
675.273044,0.9993584758646575
675.392646,0.9988522591589298
675.512248,0.9993044020405091
675.63185,0.9992014689957124
675.751452,0.9993992305342854
675.871054,0.9988335807963268
675.990656,0.9992630816577894
676.110258,0.9993309838911404
676.22986,0.9994514005357445
676.349462,0.9993276661177813
676.469064,0.9992225124002356
676.588666,1.0001351691345244
676.708268,0.9989788217577366
676.82787,0.9997065630610426
676.947472,0.9998307143304362
677.067074,0.9995177163361724
677.186676,0.9998100280469571
677.306278,0.9998575801426709
677.42588,0.9999242398699436
677.545482,0.9996538799133824
677.665084,0.9995950919973803
677.784686,0.9994290030808229
677.904288,0.9999893500567111
678.02389,0.9995551889577777
678.143492,0.9995299505078933
678.263094,0.999435399446911
678.382696,0.9997157903952038
678.502298,0.9991796166985412
678.6219,0.9988965092941439
678.741502,0.9994857522707121
678.861104,0.999404687268981
678.980706,0.9996374357423115
679.100308,0.9996190225903308
679.21991,0.9991213662249054
679.339512,1.0000670102450862
679.459114,1.0001994098795073
679.578716,0.9996270895483932
679.698318,0.9993300245338563
679.81792,0.9994252952060996
679.937522,0.9996424539348345
680.057124,0.9995632254138035
680.176726,0.9999993304802242
680.296328,1.000180496287495
680.41593,0.9993083093283598
680.535532,1.0003185807360673
680.655134,0.9998889661647126
680.774736,0.9991939850047371
680.894338,0.9997267273457756
681.01394,0.9994741283190066
681.133542,1.000094459461014
681.253144,0.9995442538838255
681.372746,0.9999033146743274
681.492348,0.9995036132406925
681.61195,0.9994309119920418
681.731552,0.9992892027361451
681.851154,0.9995227739086127
681.970756,0.9997623882341482
682.090358,0.9994819542320698
682.20996,0.9995805379987942
682.329562,1.0003469901871724
682.449164,1.0002872312429962
682.568766,0.9993051315329888
682.688368,0.9997693665999726
