nu,[0]1-1-Dihydroperfluoropropanol-HITRAN(x-sec)-X=0.01-T=297.8K-P=0.0atm-L=15cm
625.130158,0.9999802771944971
625.24976,0.9999808921825567
625.369362,0.999980175196514
625.488964,0.9999806051880819
625.608566,0.999980857183226
625.728168,0.9999816291687458
625.84777,0.9999821191598641
625.967372,0.9999825591520933
626.086974,0.9999825731518492
626.206576,0.9999825401524249
626.326178,0.9999825091529666
626.44578,0.9999830081443633
626.565382,0.9999833141392105
626.684984,0.9999828731466662
626.804586,0.999982663150285
626.924188,0.9999828041478503
627.04379,0.9999831731415731
627.163392,0.9999835971345284
627.282994,0.9999835041360583
627.402596,0.9999838221308631
627.522198,0.9999841091262612
627.6418,0.9999845311196444
627.761402,0.9999848621145789
627.881004,0.9999857371017161
628.000606,0.9999862610943796
628.120208,0.9999862890939953
628.23981,0.9999864990911381
628.359412,0.9999867220881522
628.479014,0.9999873740797076
628.598616,0.9999869420852553
628.718218,0.999986670088844
628.83782,0.9999869220855166
628.957422,0.9999868060870404
629.077024,0.9999871910820349
629.196626,0.9999874530787133
629.316228,0.9999878120742733
629.43583,0.9999880150718198
629.555432,0.99998869606389
629.675034,0.9999886430644905
629.794636,0.9999892780574804
629.914238,0.9999894890552403
630.03384,0.9999900549494524
630.153442,0.9999902277477488
630.273044,0.999990865041724
630.392646,0.9999909564408932
630.512248,0.9999909565408923
630.63185,0.9999906523436896
630.751452,0.999990536944775
630.871054,0.999990764342649
630.990656,0.9999909378410616
631.110258,0.9999907639426526
631.22986,0.9999909993405062
631.349462,0.9999913725372168
631.469064,0.9999914011369704
631.588666,0.9999918486332225
631.708268,0.9999923257294474
631.82787,0.9999920660314741
631.947472,0.9999929983245118
632.067074,0.9999928081258617
632.186676,0.9999934550214185
632.306278,0.9999933867218678
632.42588,0.9999936392202299
632.545482,0.9999932568227353
632.665084,0.9999930505241477
632.784686,0.9999929554248131
632.904288,0.9999927123265552
633.02389,0.9999930465241755
633.143492,0.9999931344235682
633.263094,0.9999934054217443
633.382696,0.9999934130216942
633.502298,0.9999934678213348
633.6219,0.9999937532195112
633.741502,0.9999936960198702
633.861104,0.9999941162173095
633.980706,0.9999942335166262
634.100308,0.9999942166167238
634.21991,0.9999944616153369
634.339512,0.9999948178134276
634.459114,0.999994403215662
634.578716,0.9999943183161408
634.698318,0.9999941489171177
634.81792,0.9999938839187033
634.937522,0.9999939520182891
635.057124,0.9999937043198178
635.176726,0.9999939012185977
635.296328,0.9999938948186367
635.41593,0.9999939233184632
635.535532,0.9999940969174232
635.655134,0.9999940999174055
635.774736,0.9999940632176227
635.894338,0.999994513115053
636.01394,0.9999941671170113
636.133542,0.9999945013151178
636.253144,0.9999939010185989
636.372746,0.9999941607170487
636.492348,0.9999935974204966
636.61195,0.9999936680200471
636.731552,0.9999935222209809
636.851154,0.9999933364222018
