nu,[0]Dimethylamine-PNNL(x-sec)-X=0.01-T=278.27K-P=1.0atm-L=15cm
616.421328,0.9912807352067758
616.544331,0.9915963100858698
616.667333,0.9909149210025754
616.790336,0.9905308177509293
616.913338,0.9910449375691113
617.036341,0.9906012469958014
617.159343,0.9916198111969059
617.282346,0.9912567465032484
617.405348,0.9915777674082458
617.528351,0.9909670444982561
617.651353,0.991982314481338
617.774355,0.9901974611847318
617.897358,0.9911077718099776
618.02036,0.9916159438871834
618.143363,0.9912265136335335
618.266365,0.9912127356807511
618.389368,0.9913799673748572
618.51237,0.991672070937988
618.635373,0.9918388842089226
618.758375,0.9916186212538464
618.881378,0.9908968865151275
619.00438,0.9905933222175246
619.127383,0.991023828536753
619.250385,0.9913531013417777
619.373387,0.9911269003745635
619.49639,0.9914097092200038
619.619392,0.9908478383331976
619.742395,0.9911281888403715
619.865397,0.9901576560468809
619.9884,0.9914429220015737
620.111402,0.9903514488621777
620.234405,0.9912905489346322
620.357407,0.9904953573823982
620.48041,0.9911540576236864
620.603412,0.99072963723692
620.726415,0.9909368204643177
620.849417,0.9899003475107669
620.972419,0.9900379532224464
621.095422,0.9898627320122606
621.218424,0.990836740899554
621.341427,0.9903518450028366
621.464429,0.990397402235515
621.587432,0.9898815395828402
621.710434,0.9893392331046952
621.833437,0.9899142062126428
621.956439,0.9902062739813533
622.079442,0.990226969508747
622.202444,0.9895727447169943
622.325447,0.9893313184224891
622.448449,0.9901111197306587
622.571451,0.989766719983914
622.694454,0.9887497626014239
622.817456,0.9887754704294518
622.940459,0.9876973046375961
623.063461,0.9889831350822673
623.186464,0.9890731366425687
623.309466,0.9888081005583701
623.432469,0.9888367764090842
623.555471,0.9887685490253837
623.678474,0.98870922469219
623.801476,0.9881191414424247
623.924478,0.989032585475271
624.047481,0.9889692894152962
624.170483,0.9884808592385115
624.293486,0.9881794185484858
624.416488,0.9884067259541015
624.539491,0.987484972543617
624.662493,0.9868196319171011
624.785496,0.9867998957218254
624.908498,0.9870505747302251
625.031501,0.9880203344687115
625.154503,0.9875610118139773
625.277506,0.9880479994253842
625.400508,0.9878800455419665
625.52351,0.9880944387726733
625.646513,0.9880450352858322
625.769515,0.9885421469516837
625.892518,0.9879086944786948
626.01552,0.9882248758472488
626.138523,0.9886845072705418
626.261525,0.9880351548848814
626.384528,0.9876449580676466
626.50753,0.9875303978971292
626.630533,0.9885441240379548
626.753535,0.9876212548730925
626.876538,0.9871956818298209
626.99954,0.9869341096339828
627.122542,0.9870703159391311
627.245545,0.986530536119552
627.368547,0.9878079329307843
627.49155,0.9872855207244752
627.614552,0.9875264477834378
627.737555,0.9870604452853251
627.860557,0.9867387160248808
627.98356,0.9867002339653609
628.106562,0.9859871075224773
628.229565,0.9867347690779106
628.352567,0.9867249017795564
628.47557,0.9865650652925732
628.598572,0.9870555099954369
628.721574,0.9864871297309102
628.844577,0.9861507949680082
628.967579,0.9872262853703101
629.090582,0.9870209636571514
629.213584,0.9864516168334759
