nu,[0](Perfluorohexyl)ethylene-HITRAN(x-sec)-X=0.01-T=298.0K-P=0.9211atm-L=15cm
709.378999,0.15024319466553776
709.439264,0.15344700743445105
709.499529,0.15676616167489826
709.559794,0.15967735993960813
709.620059,0.16252881010061776
709.680324,0.16592821896795218
709.740589,0.1696530177189486
709.800854,0.17349612745298978
709.861119,0.1777992809608887
709.921384,0.18251918284572335
709.981649,0.1871022537644357
710.041914,0.19149377067553444
710.102179,0.19643965383591616
710.162444,0.20185614272871763
710.222709,0.20665593879807562
710.282974,0.2107674259730094
710.343239,0.21556344595177754
710.403504,0.22197289481323287
710.463769,0.2285500626694205
710.524034,0.23438270690580212
710.584299,0.23985996622257227
710.644564,0.2462273457786197
710.704829,0.2531938191373495
710.765094,0.25991516231554684
710.825359,0.2664682978135241
710.885624,0.27296819292968494
710.945889,0.2794589127154309
711.006154,0.2861898148555071
711.066419,0.2939046158995279
711.126684,0.3022200151099495
711.186948,0.30990173984187974
711.247213,0.31673177465994656
711.307478,0.32380946731816024
711.367743,0.33150910621665725
711.428008,0.3385782657208353
711.488273,0.3446244519219923
711.548538,0.3508838577055971
711.608803,0.35811539933933095
711.669068,0.36502114338323416
711.729333,0.37090103647652517
711.789598,0.37675129657813783
711.849863,0.38282779971698494
711.910128,0.3880737034706125
711.970393,0.39205231165327115
712.030658,0.39621035867255905
712.090923,0.4013666220154597
712.151188,0.4065899887318067
712.211453,0.41034377294759616
712.271718,0.4127224276450586
712.331983,0.41511487077686027
712.392248,0.4179514506388299
712.452513,0.4213801009555611
712.512778,0.42526618009485284
712.573043,0.4290464889819463
712.633308,0.43109361857267414
712.693573,0.43168030475010577
712.753838,0.4325618314232892
712.814103,0.43448233110248363
712.874368,0.4358138832714658
712.934633,0.43611033749510303
712.994898,0.43655539698109924
713.055163,0.43834018148531834
713.115428,0.43953848512099963
713.175693,0.4386383541759536
713.235958,0.43566573173834133
713.296223,0.43241478539984585
713.356488,0.4299226371867903
713.416753,0.4277356133881961
713.477017,0.4255554594411482
713.537282,0.4229590132587094
713.597547,0.4199456419539029
713.657812,0.4168161673782665
713.718077,0.4135652407745591
713.778342,0.40978608473033346
713.838607,0.4052099301990803
713.898872,0.4006848784042895
713.959137,0.39715446236394414
714.019402,0.3936590892282131
714.079667,0.38860184276064585
714.139932,0.38269766039002046
714.200197,0.3777812328411276
714.260462,0.3741980785411249
714.320727,0.3697678140195196
714.380992,0.3634185785803846
714.441257,0.35668579884908763
714.501522,0.3507786083364801
714.561787,0.3457981692472993
714.622052,0.34041153372449867
714.682317,0.3341049880230848
714.742582,0.32748926600539713
714.802847,0.32138998072931496
714.863112,0.31641520119839844
714.923377,0.3118290992691532
714.983642,0.30645020503056253
715.043907,0.3000518457772391
715.104172,0.2939046158995279
715.164437,0.28863279624391364
715.224702,0.2835689430549753
715.284967,0.27764832058200284
715.345232,0.27138955987199226
715.405497,0.2656435251484384
715.465762,0.2602792983785571
715.526027,0.25448840600544775
715.586292,0.24860251084919352
715.646557,0.24299850206552293
715.706822,0.23742582976695217
715.767086,0.23151745702119791
715.827351,0.22577869164227254
715.887616,0.22082163163863655
715.947881,0.21623272948772426
