nu,[0]2-Butanone-PNNL(x-sec)-X=0.01-T=278.15K-P=1.0atm-L=15cm
652.036912,0.9996978756487565
652.156114,0.9997988102413744
652.275316,1.000303396015264
652.394518,1.0000322855211663
652.51372,1.000188607784212
652.632922,1.0000415318624238
652.752124,1.0002332171909016
652.871326,0.9995750803039563
652.990528,0.9999432106125783
653.10973,0.9998613696100807
653.228932,0.9998398728217254
653.348134,0.9998513410508368
653.467336,1.0003507615024345
653.586538,1.0002917825602526
653.70574,0.9998708383420852
653.824942,1.0001819965593646
653.944144,0.9996543997335351
654.063346,0.9999628786890129
654.182548,1.0000892569831674
654.30175,1.0003631159106272
654.420952,0.9998120276690128
654.540154,0.9992244109248128
654.659356,0.9999552440015795
654.778558,0.9998704583912389
654.89776,0.9997036939073238
655.016962,0.9996246804500104
655.136164,0.999593742544917
655.255366,1.0002764982185877
655.374568,1.0002093019005869
655.49377,0.9996029488456808
655.612972,1.0000298264447995
655.732174,0.9999900417495837
655.851376,1.0004328136368048
655.970578,0.9995004448192605
656.08978,1.000419968161946
656.208982,1.000029117423904
656.328184,0.9997078926716556
656.447386,1.0000715135569724
656.566588,0.9995976809520213
656.68579,0.9998764276356936
656.804992,0.9999572629132553
656.924194,1.0001054855632108
657.043396,0.9999934039217542
657.162598,0.9996846497333512
657.2818,0.9997724258989151
657.401002,1.000174535229501
657.520204,0.9998679387208586
657.639406,1.0001295683932592
657.758608,1.0000497442372036
657.87781,0.9998452319778062
657.997012,1.0000490982052774
658.116214,0.9997164102191859
658.235416,0.9996478220292255
658.354618,1.0000211112228388
658.47382,0.9999594698213699
658.593022,1.0001523616058505
658.712224,0.9994583067687832
658.831426,0.9994435348841737
658.950628,1.0000950405160638
659.06983,0.9997046636203772
659.189032,0.9996089664735459
659.308234,1.0000535374330772
659.427436,1.0003326553175127
659.546638,0.9999080512275476
659.66584,1.0000056596160156
659.785042,1.0001840169290384
659.904244,1.0002675157759648
660.023446,0.9998775674954709
660.142648,0.9997719460082658
660.26185,0.9999235209246736
660.381052,0.9997954009332444
660.500254,0.9997891622294074
660.619456,1.0004087235046988
660.738658,0.9999527871145634
660.85786,0.9995304202870805
660.977062,0.9997344852552805
661.096264,1.000613217941293
661.215466,0.999976662272329
661.334668,0.9997508710377749
661.45387,1.0002722970661175
661.573072,1.000134739076494
661.692274,0.9998905059949061
661.811476,0.9996000699933336
661.930678,0.9996139745270131
662.04988,1.000135099125065
662.169082,0.9995727812839154
662.288284,0.9997131811403959
662.407486,1.0003304645913964
662.526688,1.0000618549129363
662.64589,0.999775485207219
662.765092,0.9995823172537354
662.884294,0.9998450620041313
663.003496,0.9998059588284238
663.122698,1.000090509095701
663.2419,1.0001271680851755
663.361102,1.000294443339933
663.480304,0.9999230089639619
663.599506,0.9997643277750627
663.718708,0.9996626269230997
663.83791,1.0000791621331564
663.957112,0.9999806581870553
664.076314,1.0000522693659957
664.195516,1.0003245226460844
664.314718,0.9998803671565794
664.43392,0.9998281647653654
664.553122,1.0000937933983258
664.672324,0.9995945722080676
664.791526,0.9993809916647584
664.910728,0.9999181553494562
665.02993,1.0005237270971705
665.149132,1.0004452791073226
665.268334,0.9998609596670032
665.387536,0.9996999250315022
665.506738,1.00006864135571
665.62594,0.9998960454036535
665.745142,0.9997164402106786
665.864344,0.9998170367398191
665.983546,0.9999458224676555
666.102748,1.000037356697744
666.22195,0.9992264893137491
666.341152,1.0001186870427499
666.460354,0.9998197862404508
666.579556,0.9999149786145228
666.698758,0.9999833521385771
666.81796,1.0001360092484193
666.937162,1.0001588226109757
667.056364,0.999785513005625
667.175566,0.9998777174771173
667.294768,1.0002618642804664
667.41397,1.000443568347358
667.533172,0.9996874288605405
667.652374,0.9997577393498516
667.771576,1.0003283038799264
