nu,[0]Limoneneoxide-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
719.234872,0.9970036979000956
719.475926,0.9957205829130096
719.71698,0.9958130896520337
719.958034,0.9969044012768387
720.199088,0.9973109220648709
720.440142,0.9928347933767441
720.681196,0.9984912393255103
720.92225,0.9975737481186469
721.163304,0.998474265118723
721.404358,0.9957754486286647
721.645412,1.0
721.886466,0.9976034762592879
722.12752,0.9980736577833689
722.368574,0.9978550037993672
722.609628,0.9988947112820453
722.850682,0.9963184934238168
723.091736,0.9960514162390263
723.33279,1.0
723.573844,0.9974855664969983
723.814898,0.9977768748113595
724.055952,0.9972151848118144
724.297006,1.0
724.53806,0.996447026799693
724.779114,0.9993881972276842
725.020168,0.9991700046368626
725.261222,0.999435609328367
725.502276,0.9970975203623457
725.74333,0.9985981834639985
725.984384,1.0
726.225438,0.9969540483522242
726.466492,0.9990219486043581
726.707546,0.9982391521149303
726.9486,1.0
727.189654,0.9960705406098115
727.430708,1.0
727.671762,0.999794571103406
727.912816,0.9995958716818562
728.15387,0.9961210426664368
728.394924,0.9991198075967899
728.635978,1.0
728.877032,0.9969536495706847
729.118086,0.9984557935156811
729.35914,0.999947972353485
729.600194,0.9994459135626174
729.841248,0.9969684045938851
730.082302,1.0
730.323356,0.9997237581618047
730.56441,1.0
730.805464,0.9971212515657305
731.046518,1.0
731.287572,0.9993287753721064
731.528626,0.9980284460707243
731.76968,0.998919783853958
732.010734,0.9993855788340377
732.251788,0.9980224579180124
732.492842,0.9968471806064544
732.733896,0.9999012488762132
732.97495,0.9991228748993075
733.216004,0.9991426277538006
733.457058,0.9976394903948321
733.698112,1.0
733.939166,0.9976482696609763
734.18022,0.9982679018165049
734.421274,0.9990972077623471
734.662328,0.9987181223080159
734.903382,0.9965939139167579
735.144436,0.9966703556014564
735.38549,1.0
735.626544,0.9964047783414304
735.867598,0.9965976013210611
736.108652,0.9971381030572766
736.349706,0.9999285725510617
736.59076,0.9945503037665144
736.831814,0.9990646976681486
737.072868,0.9989025026911798
737.313922,0.9975565899977396
737.554976,0.9936032468942891
737.79603,0.9955195672205365
738.037084,0.9957485630545087
738.278138,0.9931025970322174
738.519192,0.9944723340791508
738.760246,0.9944428981337162
739.0013,0.9959492266061379
739.242354,0.9914896200629307
739.483408,0.9952016490450016
739.724462,0.9942524805517889
739.965516,0.9937682981007215
740.20657,0.9903058937433058
740.447624,0.9941955115168318
740.688678,0.9920546326280281
740.929732,0.9891028092817554
741.170786,0.9906909995345078
741.41184,0.9904152295492006
741.652894,0.9881300108127621
741.893948,0.9861409335093659
742.135002,0.9895697760032133
742.376056,0.987534348026621
742.61711,0.9866666867277123
742.858164,0.9847061570808857
743.099218,0.9889791791576389
743.340272,0.98227595192175
743.581326,0.9820225574154511
743.82238,0.9821718361890777
744.063434,0.9826139129751795
744.304488,0.9784231830802722
744.545542,0.9770045205302073
744.786596,0.9796224859025489
745.02765,0.9754230545402668
745.268704,0.9749968877896498
745.509758,0.973885050764328
745.750812,0.9766108670349406
745.991866,0.9699070857104851
746.23292,0.9715816193033275
746.473974,0.971159073209369
746.715028,0.9691295320684329
746.956082,0.9641590580549
747.197136,0.9642130524739807
747.43819,0.9643123715332292
747.679244,0.9600585565252403
747.920298,0.9585323178066543
748.161352,0.9586665217252023
748.402406,0.9569520435670457
748.64346,0.9518755286074708
748.884514,0.9542410180274965
749.125568,0.9514158837403247
749.366622,0.9490744807958286
749.607676,0.9447291559769052
749.84873,0.9465760148892305
750.089784,0.9412965929039485
750.330838,0.939136915968584
750.571892,0.9359155789515949
750.812946,0.9363124912965413
751.054,0.9320871127952854
751.295054,0.928247387838508
751.536108,0.9297467888135718
751.777162,0.9258731877391237
752.018216,0.9229151289566203
752.25927,0.9201100468050866
752.500324,0.9228117682504847
752.741378,0.9155942234096736
752.982432,0.9128689011407141
753.223486,0.9113247216078909
753.46454,0.9113046726845545
753.705594,0.9052745600701738
753.946648,0.9025962014964375
754.187702,0.9035173193121889
754.428756,0.8975916920446702
754.66981,0.8964704033810302
754.910864,0.894437723529836
