nu,[0]Diiodomethane-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
552.075642,0.992591876424906
552.207044,0.9977247922178618
552.338447,0.9864861432442737
552.469849,0.9946741329875424
552.601252,0.9910291800798763
552.732655,0.9933899431761545
552.864057,1.0091738239270907
552.99546,0.9804702259475657
553.126863,0.9897558326098749
553.258265,1.00130004432593
553.389668,0.9859742897733951
553.52107,0.9919444214806857
553.652473,0.9877229851013613
553.783876,0.9821639788458175
553.915278,0.9847337292392924
554.046681,0.98862024486612
554.178084,0.987993658279811
554.309486,0.9934944532953125
554.440889,0.9879818024270469
554.572291,0.9853769703598545
554.703694,0.9888990750883857
554.835097,1.0016058880594279
554.966499,0.9895648281667028
555.097902,0.9839275624853933
555.229305,0.998168778735397
555.360707,0.9836717745730166
555.49211,0.9902561816352243
555.623512,0.9862582912631014
555.754915,0.9850626852374519
555.886318,0.9811921176574252
556.01772,0.9863569220236835
556.149123,0.9852567617023478
556.280526,0.9806957600349595
556.411928,0.9862267315027398
556.543331,0.9848745562314636
556.674733,0.9827308509884973
556.806136,0.9846972947653524
556.937539,0.9868452895610789
557.068941,0.9821679075095903
557.200344,0.9865976224769184
557.331747,0.9858766831503151
557.463149,0.9801379028729132
557.594552,0.9788576994290511
557.725955,0.9779722339446343
557.857357,0.9786462889991228
557.98876,0.9813177182867541
558.120162,0.9782529522569273
558.251565,0.9770045205302073
558.382968,0.9755323080404571
558.51437,0.9766118436462959
558.645773,0.9737876671285145
558.777176,0.9701961610921195
558.908578,0.9739035547560799
559.039981,0.9768013247230335
559.171383,0.973916215584587
559.302786,0.9786913077638404
559.434189,0.9766313760784926
559.565591,0.9726781817148311
559.696994,0.9722502974563166
559.828397,0.9683196783456468
559.959799,0.9659975316506056
560.091202,0.9648245573758198
560.222604,0.9608048119063314
560.354007,0.972012125310719
560.48541,0.9666072684448046
560.616812,0.9635450843063189
560.748215,0.9630653583160204
560.879618,0.9558435786280652
561.01102,0.9639662455251846
561.142423,0.9632416154036239
561.273825,0.96442809596114
561.405228,0.961435306642605
561.536631,0.9565262946438194
561.668033,0.9604714704746831
561.799436,0.9585419031777591
561.930839,0.9587039104486249
562.062241,0.9556495620749501
562.193644,0.9554527185407429
562.325047,0.9497286184376368
