nu,[0]Methylvinylether-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
569.635393,0.9826443744786326
569.754395,0.9824547424144411
569.873397,0.9809958988564279
569.9924,0.9817387939021607
570.111402,0.9825922957068849
570.230405,0.9792953466275576
570.349407,0.982278898754026
570.468409,0.9796479564182976
570.587412,0.9831004272644548
570.706414,0.9808409137485545
570.825417,0.9810253291748461
570.944419,0.9810057088644664
571.063421,0.9787402435526131
571.182424,0.9782363220980957
571.301426,0.9810714384488768
571.420428,0.9801898515583934
571.539431,0.9787833090707638
571.658433,0.9797988338208479
571.777436,0.9783048010373775
571.896438,0.9788224611861638
572.01544,0.977736571034775
572.134443,0.9765542252472803
572.253445,0.9778470615098961
572.372447,0.9774882574828881
572.49145,0.978237300334907
572.610452,0.9789790853095494
572.729455,0.9775400657334413
572.848457,0.9759050325679809
572.967459,0.9760768069694168
573.086462,0.9741831051898633
573.205464,0.9748087315479678
573.324466,0.9771686710779163
573.443469,0.9752543209477079
573.562471,0.9764214229034107
573.681474,0.9761324449330809
573.800476,0.9742853997862805
573.919478,0.9743331409405188
574.038481,0.9727268168397848
574.157483,0.9732833757396877
574.276486,0.974299039877358
574.395488,0.9761334210660139
574.51449,0.9740652361653551
574.633493,0.9730099215332203
574.752495,0.9736941879995401
574.871497,0.9711998627470181
574.9905,0.9703048291474592
575.109502,0.9708512645734081
575.228505,0.9718634188318822
575.347507,0.9731909182107946
575.466509,0.9714116073964252
575.585512,0.9732658567965954
575.704514,0.972180297954912
575.823516,0.970121458863788
575.942519,0.9684978655591833
576.061521,0.970207803515907
576.180524,0.9706085820938386
576.299526,0.971060991096205
576.418528,0.9714261786798205
576.537531,0.970144742058198
576.656533,0.9705804348530949
576.775536,0.9689783596531851
576.894538,0.9671825709050386
577.01354,0.9693602123469294
577.132543,0.9702679582645028
577.251545,0.9691479457044712
577.370547,0.9698324057401011
577.48955,0.9692739431270678
577.608552,0.9684639687270867
577.727555,0.9666111348816112
577.846557,0.9662390612234569
577.965559,0.9686315274870914
578.084562,0.9689958014206344
578.203564,0.9694144980388061
578.322566,0.9675917756732383
578.441569,0.9667310020939501
578.560571,0.9654499662996064
578.679574,0.9651053621771333
578.798576,0.9646798445459471
578.917578,0.9666710666298389
579.036581,0.9687816770101393
579.155583,0.968493991575469
579.274585,0.968040842432582
579.393588,0.9694290393653363
579.51259,0.9659946336623576
579.631593,0.9637667251634309
579.750595,0.9659057662440246
579.869597,0.9666788000293055
579.9886,0.9668180117995167
580.107602,0.9679701780303664
580.226605,0.9681424920575493
580.345607,0.9671941771655268
580.464609,0.9660236139360694
580.583612,0.9651922255685232
580.702614,0.9669978566747662
580.821616,0.9681066714480285
580.940619,0.968351633422288
581.059621,0.968515298677661
581.178624,0.967657574151107
581.297626,0.9667455031677393
581.416628,0.965536860706763
581.535631,0.9659279823321323
581.654633,0.9664381269731371
581.773635,0.9686818976361332
581.892638,0.9683748741403777
582.01164,0.9687061149862897
582.130643,0.9696248838109112
582.249645,0.9673305611593528
582.368647,0.9675017938223216
582.48765,0.9674805090169912
582.606652,0.9670935942015064
582.725655,0.9684252309430985
582.844657,0.9700205714783012
582.963659,0.9694377642659526
583.082662,0.9698779889343676
583.201664,0.9682790097732022
583.320666,0.9686111864385959
583.439669,0.9693795997450497
583.558671,0.9703746936102483
583.677674,0.9712717341960723
583.796676,0.9716496323971092
583.915678,0.9704862931168622
584.034681,0.971060991096205
584.153683,0.9697839153320844
584.272685,0.9712872746681428
584.391688,0.972901923425936
584.51069,0.972608151406869
584.629693,0.9731442061678185
584.748695,0.9728931673480274
584.867697,0.9722541864652845
584.9867,0.9726091240155067
585.105702,0.973540356470847
585.224704,0.9736338208312857
585.343707,0.9743165774179131
585.462709,0.9756825515843512
585.581712,0.9753772107340413
585.700714,0.9748233537886075
585.819716,0.9746849387000733
585.938719,0.975185080348991
586.057721,0.976600124374488
586.176724,0.9768716569503434
586.295726,0.9761685625017144
586.414728,0.9762974252567193
586.533731,0.9766587221398658
586.652733,0.9769693490005595
586.771735,0.9776221825478209
586.890738,0.9777267937179512
587.00974,0.977983969681856
587.128743,0.9780446065677002
587.247745,0.9776915961869368
