nu,[0]HCFC-121-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
635.320706,0.9922583223521414
635.439509,0.9889040195961224
635.558311,0.9904566297710543
635.677114,0.9912718137203057
635.795916,0.9876489086553801
635.914718,0.9894530136587587
636.033521,0.9904262232192633
636.152323,0.9938120248678197
636.271125,0.988540169869367
636.389928,0.9908439740341635
636.50873,0.990607487803316
636.627533,0.9926235406108049
636.746335,0.9913956313020864
636.865137,0.9932609102034089
636.98394,0.990098347379596
637.102742,0.9922423471217525
637.221544,0.9916565018086922
637.340347,0.9927194326763402
637.459149,0.9917454573865025
637.577952,0.9919581104081555
637.696754,0.9937113568086239
637.815556,0.9924871635056467
637.934359,0.9938923281236369
638.053161,0.9938445230523754
638.171963,0.9941132949477314
638.290766,0.9921295355803424
638.409568,0.991456009134519
638.528371,0.9913780837547086
638.647173,0.9940968922136876
638.765975,0.9962785418532649
638.884778,0.992460068975925
639.00358,0.990155378686891
639.122382,0.9931330857499457
639.241185,0.9910036118568617
639.359987,0.9902526167193872
639.47879,0.9904553421782726
639.597592,0.994166680265053
639.716394,0.9907763017017733
639.835197,0.9935400557372868
639.953999,0.9944744224732451
640.072801,0.9903377821064843
640.191604,0.9890128050213667
640.310406,0.9916259592587943
640.429209,0.988825899264368
640.548011,0.9897647404524536
640.666813,0.9953731370624005
640.785616,0.9939806890791933
640.904418,0.9952057293801274
641.02322,0.9930989225594061
641.142023,0.992224288475369
641.260825,0.9910758586535298
641.379628,0.9959688469991623
641.49843,0.9934950493921633
641.617232,0.9944296721311241
641.736035,0.9930342739238834
641.854837,0.9925406600054774
641.973639,0.9912616036732063
642.092442,0.9965775699105909
642.211244,0.9898617421500234
642.330047,0.9902601426678729
642.448849,0.99270851282264
642.567651,0.9932617048124549
642.686454,0.9912270092469143
642.805256,0.9941059385365675
642.924058,0.9936015577702052
643.042861,0.9928562388398912
643.161663,0.9923813700129104
643.280466,0.9946933303835633
643.399268,0.9926166915320042
643.51807,0.9927468321107925
643.636873,0.9922708248857688
643.755675,0.9952254346486507
643.874477,0.996564714142859
643.99328,0.9902671735398454
644.112082,0.9956324655406731
644.230885,0.9901789446653377
644.349687,0.9897479145948861
644.468489,0.9929280249409955
644.587292,0.9944639805466294
644.706094,0.9913303996156927
644.824896,0.9911185749435673
644.943699,0.9925824468468705
645.062501,0.9941375516080581
645.181304,0.9928549481276197
645.300106,0.9919067283088443
645.418908,0.9904796086314187
645.537711,0.9908952019918523
645.656513,0.99109855455056
645.775316,0.9895034770492608
645.894118,0.9944562237578326
646.01292,0.9922228993623375
646.131723,0.993686315597953
646.250525,0.993361433293904
646.369327,0.9938803020992242
646.48813,0.9930836289537598
646.606932,0.9924126305184161
646.725735,0.9926063683720927
646.844537,0.9940139879900312
646.963339,0.9955573976828651
647.082142,0.99165749346569
647.200944,0.9916786159952549
647.319746,0.9950998451236637
647.438549,0.9935019045316543
647.557351,0.9955918445647526
647.676154,0.993580990430832
647.794956,0.9919871752065877
647.913758,0.9929607921064739
648.032561,0.9918029802911791
648.151363,0.9932888212271337
648.270165,0.9945293189764952
648.388968,0.9951315893150403
648.50777,0.990044883512375
648.626573,0.9901410215379896
648.745375,0.9938136149683316
648.864177,0.9923309583197816
648.98298,0.9927361105029024
649.101782,0.9927196312202465
649.220584,0.9909837919828239
649.339387,0.9935757244655375
649.458189,0.9916911112245362
649.576992,0.9931077611791488
649.695794,0.9928865214169827
649.814596,0.9921538430517294
649.933399,0.9921374726483753
650.052201,0.9914005882926353
650.171003,0.9907266650524665
650.289806,0.9925565407830834
650.408608,0.9948324977150118
650.527411,0.9927553697702606
650.646213,0.9918147828168694
650.765015,0.9926320772099615
650.883818,0.9918257920220597
651.00262,0.9947883281326853
651.121422,0.9908052327921749
651.240225,0.9951790582239751
651.359027,0.9929694309029439
651.47783,0.9924972869263439
651.596632,0.9916804010183702
651.715434,0.9927246941032761
651.834237,0.9930737974744991
651.953039,0.9903389705125358
652.071841,0.9911236296611889
652.190644,0.9906455278612121
652.309446,0.9892462395875471
652.428249,0.9923879197515666
652.547051,0.9917324656061072
652.665853,0.9892027137105815
652.784656,0.9933539831110926
652.903458,0.9924147145871285
653.02226,0.9891384176238358
653.141063,0.9921712058959072
653.259865,0.9927909110486834
653.378668,0.9904875324999832
653.49747,0.9887408638936047
653.616272,0.9931153088268148
653.735075,0.9937021153359785
653.853877,0.993546613123294
653.972679,0.9932624994221366
654.091482,0.9920906448648107
654.210284,0.9911721959089057
654.329087,0.992305852664124
654.447889,0.9909474235450231
654.566691,0.9912443558713586
654.685494,0.9910888418323178
654.804296,0.9912563500006291
654.923098,0.9908996610302941
655.041901,0.9907427149544442
655.160703,0.9913086897176654
655.279506,0.9941582298841849
655.398308,0.9930374516386443
655.51711,0.9920139592219008
655.635913,0.9901333974814763
655.754715,0.9887359202016445
655.873517,0.9923452479884667
655.99232,0.9904038398395517
656.111122,0.9894747818645085
656.229925,0.9944666656030017
656.348727,0.9908403079182418
656.467529,0.9897785972558173
656.586332,0.990046863604122
656.705134,0.9906268048376686
656.823936,0.987332911566841
656.942739,0.9904156257153716
657.061541,0.9907039776716083
657.180344,0.9882051115473756
657.299146,0.9926986850570106
657.417948,0.9876953292449622
657.536751,0.9904467252542792
657.655553,0.9928759968756359
657.774355,0.9907630253882821
657.893158,0.9870278728280791
658.01196,0.9892215087406943
658.130763,0.9911998499989443
658.249565,0.9892046921179873
658.368367,0.9897043666447058
658.48717,0.9909354331537402
658.605972,0.9881221058042956
658.724774,0.992835984779211
658.843577,0.9876726125136329
658.962379,0.9931761886611937
659.081182,0.9878859728400217
659.199984,0.9910617854762567
659.318786,0.9879086944786948
659.437589,0.9883325982294794
659.556391,0.9885619179923325
659.675194,0.9907748155384354
659.793996,0.9914654280113454
659.912798,0.9892966924323027
660.031601,0.9904092870756507
660.150403,0.990765799528637
660.269205,0.988710213401909
660.388008,0.9904864429642968
660.50681,0.99091115553303
660.625613,0.9899231154805903
660.744415,0.9906547409074618
660.863217,0.9886004726589454
660.98202,0.9888466648262902
661.100822,0.9931717193784005
661.219624,0.9894490558546196
661.338427,0.9890820383408561
661.457229,0.9875965646503497
661.576032,0.9896014427427104
661.694834,0.9902772743165293
661.813636,0.9898112604884671
661.932439,0.9901516161036008
662.051241,0.9884482399083785
662.170043,0.9887408638936047
662.288846,0.9896073803691798
662.407648,0.9905744020657583
662.526451,0.9871966690259963
662.645253,0.9879501875152106
662.764055,0.9891809514902652
662.882858,0.9896796243448198
663.00166,0.9911030145040903
663.120462,0.9892284333154915
663.239265,0.9894381719748667
663.358067,0.9900339930785538
663.47687,0.9878909122822345
663.595672,0.9900191426800359
663.714474,0.9897974032278214
663.833277,0.9889603887317445
663.952079,0.9882110407958326
664.070881,0.9895084245790149
664.189684,0.9882881242632308
664.308486,0.9893788074655013
664.427289,0.9878612759994124
664.546091,0.9901064662193317
664.664893,0.9872440556033784
664.783696,0.9902230086087908
664.902498,0.9882851594033053
665.0213,0.9893461585035658
665.140103,0.9882219111770684
665.258905,0.9912690381631131
665.377708,0.9863460721572156
665.49651,0.9889386318425191
665.615312,0.9859930234628703
665.734115,0.9905271527936839
665.852917,0.9859742897733951
665.971719,0.9903258981244031
666.090522,0.989306585448692
666.209324,0.9874731227950452
666.328127,0.9879037549475712
666.446929,0.9891453416169932
666.565731,0.9884610898190216
666.684534,0.9894728029169237
