nu,[0]Hexafluorobenzene-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
691.980882,1.0012846244239808
692.099884,1.0001095059953438
692.218886,1.0000628839771144
692.337888,1.0008647136494635
692.45689,1.0002958837649685
692.575892,1.0004208185192802
692.694894,1.0000483101668984
692.813896,1.0006448878508145
692.932898,1.0002847105223496
693.0519,1.000622743824471
693.170902,1.0005317013030528
693.289904,1.0008649338397246
693.408906,1.000605203061517
693.527908,1.000571243097229
693.64691,0.9996652960258768
693.765912,1.0014052864909673
693.884914,1.0002350876287667
694.003916,1.0009368785968327
694.122918,1.0001265880115862
694.24192,1.000755355137114
694.360922,1.0006636301050846
694.479924,1.0003377870371972
694.598926,1.0009178609768072
694.717928,1.0006153492497172
694.83693,1.0005006452810363
694.955932,1.0004096438811478
695.074934,1.0010895931758033
695.193936,1.000257683194612
695.312938,1.000818234571414
695.43194,1.0004747526593882
695.550942,1.0012985423769898
695.669944,1.0004272212330074
695.788946,1.0004719613387223
695.907948,1.0003260231339937
696.02695,1.0008323061747153
696.145952,1.0004367053280192
696.264954,1.0005816290806355
696.383956,1.0014552578615386
696.502958,1.0004721314189702
696.62196,1.0004722414709106
696.740962,1.0001991098197294
696.859964,1.001099203682028
696.978966,1.0002847405308912
697.097968,1.00097160169942
697.21697,1.0002033606749792
