nu,[0]Methylbutylether-PNNL(x-sec)-X=0.01-T=278.12K-P=1.0atm-L=15cm
700.184004,0.9997302563873519
700.302006,0.9996244405401159
700.420008,0.9997059032549287
700.538011,0.9994665323444961
700.656013,0.9996313179799251
700.774015,0.999813797337868
700.892018,0.9996782017881551
701.01002,0.9995813276677311
701.128023,0.9995828470325039
701.246025,0.9993372896895435
701.364027,0.9993507508534963
701.48203,0.9990089913737126
701.600032,0.9995645148511959
701.718034,0.9990947999409778
701.836037,0.9996979856155288
701.954039,0.99961880267417
702.072041,1.0000565465986986
702.190044,0.9991934754159347
702.308046,0.9994323511735913
702.426049,0.9994614250835648
702.544051,0.9996928771718744
702.662053,0.9992295769283714
702.780056,0.9992256599561071
702.898058,0.9995265721023702
703.01606,0.9990080023553006
703.134063,0.9990570048995938
703.252065,0.9991140826566943
703.370067,0.9995168867368122
703.48807,0.9994277438010724
703.606072,0.9994561379466107
703.724074,0.9989057990748776
703.842077,0.9995016442205139
703.960079,0.9988001204318343
704.078082,0.999071831015556
704.196084,0.9993226594987157
704.314086,0.9993089688720616
704.432089,0.9992455747219601
704.550091,0.9993330724950793
704.668093,0.998788234781121
704.786096,0.9992249505061405
704.904098,0.9990850987775697
705.0221,0.9993472731189347
705.140103,0.9991968227196841
705.258105,0.9984607858071294
705.376108,0.9988910153784509
705.49411,0.9986928550591536
705.612112,0.9993966620815634
705.730115,0.9989064983091818
705.848117,0.9986751783520583
705.966119,0.9992817280808638
706.084122,0.9985897952744879
706.202124,0.9985850020549742
706.320126,0.9989433586390383
706.438129,0.9990413997510538
706.556131,0.9989441577940449
706.674133,0.9983747221967877
706.792136,0.9987294078865614
706.910138,0.9988033165973336
707.028141,0.9985119083080876
707.146143,0.9986939536218984
707.264145,0.9989006047782276
707.382148,0.9987928292175682
707.50015,0.9986173567331837
707.618152,0.9984533972246522
707.736155,0.9989040010460576
707.854157,0.9987718547883868
707.972159,0.9983641394808209
708.090162,0.9987784467043818
708.208164,0.9984611851915236
708.326167,0.9987495824243628
708.444169,0.9985335762515942
708.562171,0.9981042991150049
708.680174,0.9984922378172489
708.798176,0.9984579901208431
708.916178,0.9987055385389527
709.034181,0.9983715274027883
709.152183,0.998503321142601
709.270185,0.9983728252866176
709.388188,0.9979706618965648
709.50619,0.9979378292018892
709.624192,0.9982701978353196
709.742195,0.9981307492293938
709.860197,0.9979363322962681
709.9782,0.9977077312697864
710.096202,0.9975578868221494
710.214204,0.9975460159539281
710.332207,0.997690071999228
710.450209,0.9980276476482868
710.568211,0.9980251525822865
710.686214,0.997964274904767
710.804216,0.9978710693942561
710.922218,0.9976436804894909
711.040221,0.99791936752282
711.158223,0.997680993060882
711.276226,0.9975594829160452
711.394228,0.9979134798159204
711.51223,0.9975809306754905
711.630233,0.9979777475134182
711.748235,0.9977817639300244
711.866237,0.9977585158857656
711.98424,0.997295663324493
712.102242,0.9973012481958452
712.220244,0.9976891740785673
712.338247,0.997561577793159
712.456249,0.9976647309932314
712.574251,0.9971544562562626
712.692254,0.997194642390595
712.810256,0.9972330351233823
712.928259,0.9974530489975686
713.046261,0.9974426755398011
713.164263,0.9974528495069788
713.282266,0.9969878456673246
713.400268,0.9973719593610235
713.51827,0.9970210459153663
713.636273,0.9970466696855105
713.754275,0.9966492264138879
713.872277,0.9970331099430092
713.99028,0.9970883471073554
714.108282,0.9969899393439988
714.226285,0.9973173048751971
714.344287,0.996569597321922
714.462289,0.9971388010541931
714.580292,0.9966927809367415
714.698294,0.9969986131942024
714.816296,0.9967433145417511
714.934299,0.9966382633326943
715.052301,0.9963567527885394
715.170303,0.9963752851964922
715.288306,0.9965424909975226
715.406308,0.9965916217533919
715.52431,0.996022531166791
715.642313,0.9966550069961647
