nu,[0]HFC-32-PNNL(x-sec)-X=0.01-T=278.19K-P=1.0atm-L=15cm
544.02388,0.9554030362911284
544.143683,0.9610834857075323
544.263485,0.95849206029472
544.383288,0.9603696658945508
544.50309,0.9577313196528474
544.622892,0.9571999262457507
544.742695,0.9542142996530507
544.862497,0.9560863937332497
544.9823,0.9576441700681252
545.102102,0.9578836110395166
545.221904,0.9511114793648254
545.341707,0.9456715206361369
545.461509,0.9458171652646634
545.581312,0.9473098956428294
545.701114,0.9479125763686139
545.820916,0.9376101825407349
545.940719,0.9319174883770469
546.060521,0.936791069245846
546.180324,0.9453065618707445
546.300126,0.9539223547472055
546.419928,0.9585620327690858
546.539731,0.9600249550637909
546.659533,0.9632233139867952
546.779336,0.9642149809020141
546.899138,0.9622336292051514
547.01894,0.9568716629714182
547.138743,0.9611440358744421
547.258545,0.9667977088344507
547.378348,0.9623000256162164
547.49815,0.9551871396021714
547.617952,0.9560175579910173
547.737755,0.9619584697368784
547.857557,0.9594097762534676
547.97736,0.9556208930181259
548.097162,0.9474188425451552
548.216964,0.9485478906012828
548.336767,0.9534397921343407
548.456569,0.951058218613296
548.576372,0.9455296805463141
548.696174,0.9398133380308022
548.815976,0.9419849322707481
548.935779,0.949820746581768
549.055581,0.959272590464481
549.175384,0.9581576049315328
549.295186,0.9625415932381144
549.414988,0.9676566064940166
549.534791,0.968591814408588
549.654593,0.9680127696552087
549.774395,0.9608980144933387
549.894198,0.9659057662440246
550.014,0.9661443744351854
550.133803,0.9695366519610944
550.253605,0.964924904347739
550.373407,0.9640443299534489
550.49321,0.9654267957784626
550.613012,0.9642111240498041
550.732815,0.9585735355824958
550.852617,0.954232429896981
550.972419,0.9580081440034189
551.092222,0.9556170705421988
551.212024,0.954723986163252
551.331827,0.9472672676566624
551.451629,0.9486901834565703
551.571431,0.9521820818801107
551.691234,0.9532376843225931
551.811036,0.9573798967485821
551.930839,0.9619450024125735
552.050641,0.9659328119841181
552.170443,0.9676517682230799
552.290246,0.9685220783084804
552.410048,0.967658541809165
552.529851,0.9694319476568168
552.649653,0.971398979127613
552.769455,0.969187681584825
552.889258,0.9658371893691292
553.00906,0.9695667080631724
553.128863,0.9708163145569875
553.248665,0.971124112112037
553.368467,0.9676101600916275
553.48827,0.9656913589640072
553.608072,0.9651130830509141
553.727875,0.9659840077798298
553.847677,0.9647743878032565
553.967479,0.9613074442498591
554.087282,0.9567147488859977
554.207084,0.9571606818532902
554.326887,0.9575120242909242
554.446689,0.9583607558770176
554.566491,0.962958463993992
554.686294,0.9681899322019342
554.806096,0.9725429888436949
554.925899,0.9707697164922513
555.045701,0.9722055749712587
555.165503,0.9746508253242064
555.285306,0.9750583145285024
555.405108,0.9754318333872624
555.52491,0.9736435572181759
555.644713,0.9723446103092693
555.764515,0.9746245101071797
555.884318,0.9742444806587972
556.00412,0.9727676722240491
556.123922,0.9736581619810696
556.243725,0.9700448222957221
556.363527,0.9710600200356995
556.48333,0.9714281215341207
556.603132,0.969163452195654
556.722934,0.9672638176533103
556.842737,0.9636780627032515
556.962539,0.9650503527392731
557.082342,0.9671864396430596
557.202144,0.9658574721630745
557.321946,0.966249689911588
557.441749,0.9702126545670521
557.561551,0.9724690783851758
557.681354,0.9736747143105177
557.801156,0.9739688084802239
557.920958,0.9762076100251597
558.040761,0.9765014927429074
558.160563,0.9739697824495194
558.280366,0.9760162920833655
558.400168,0.9746771412517535
558.51997,0.9753928168942619
558.639773,0.9759772522124848
558.759575,0.9731588034403903
558.879378,0.9742064858649548
558.99918,0.9746625212042854
559.118982,0.9749910378258729
559.238785,0.9761070658194425
559.358587,0.9744062186664698
559.47839,0.9740389367590222
559.598192,0.97225904774837
559.717994,0.9700196014582148
559.837797,0.9704173910361037
559.957599,0.9699526724147927
560.077402,0.971398979127613
560.197204,0.9743214490129792
560.317006,0.9751480240200124
560.436809,0.9788283341385497
560.556611,0.9812058544432296
560.676414,0.9819125770480361
560.796216,0.9825549579090707
560.916018,0.979410910296582
561.035821,0.9793854459439523
561.155623,0.9795176719042062
561.275426,0.9787715637415272
561.395228,0.9804996404955602
561.51503,0.9794677177767802
561.634833,0.9782363220980957
561.754635,0.9800879171145144
561.874437,0.9775488636336234
561.99424,0.979523549027869
562.114042,0.9775762353850078
562.233845,0.9774393842918541
562.353647,0.9762408016481549
562.473449,0.974619636996812
562.593252,0.9747697399785424
562.713054,0.9761490393256966
562.832857,0.9741811568256012
562.952659,0.9758084227520214
563.072461,0.9776251154187677
563.192264,0.9787656911297625
563.312066,0.9824459003615487
563.431869,0.9823181906958097
563.551671,0.9836078379856309
563.671473,0.9837071873943282
563.791276,0.982203266190713
563.911078,0.9834357216745999
564.030881,0.9835399713862345
564.150683,0.9834327713718604
564.270485,0.9820530005865977
564.390288,0.9808477796589814
564.51009,0.9797929550454813
564.629893,0.9793854459439523
564.749695,0.978934053307369
564.869497,0.9803692427150188
