nu,[0]Formicacid-dimer-PNNL(x-sec)-X=0.01-T=278.24K-P=1.0atm-L=15cm
668.806976,0.9738285670694267
668.940179,0.9714902949234261
669.073381,0.975185080348991
669.206584,0.9727559990820215
669.339787,0.9762290868288241
669.472989,0.9767300208289525
669.606192,0.9720228175029044
669.739395,0.9730391122687251
669.872597,0.9766167267177218
670.0058,0.977192123407449
670.139003,0.9732240072645245
670.272205,0.9681018309267726
670.405408,0.9694057733475848
670.538611,0.9699905013066754
670.671813,0.9752309151248761
670.805016,0.9770719361679366
670.938219,0.9624588182204727
671.071421,0.9651526534985079
671.204624,0.9565167294286991
671.337827,0.9526849667692711
671.471029,0.9648168388102352
671.604232,0.9651835388775832
671.737435,0.9617372447306898
