nu,[0]Pentadecane-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
597.752955,0.8148347068432628
597.871557,0.7625783665334999
597.99016,0.6621719589857644
598.108762,0.7149161613617235
598.227365,0.778411480013744
598.345967,0.7386434136457698
598.464569,0.663623704657227
598.583172,0.7094892031822083
598.701774,0.7311475447470371
598.820376,0.6721256343870231
598.938979,0.7157101588879384
599.057581,0.7509621709935039
599.176184,0.7061129983331293
599.294786,0.6840118752730424
599.413388,0.7716378077448979
599.531991,0.7443454778337162
599.650593,0.7093898816464326
599.769195,0.6882590401951922
599.887798,0.8031289440750844
600.0064,0.8140447003926964
600.125003,0.7247851593307781
600.243605,0.6337441214109013
600.362207,0.756305412193037
600.48081,0.7892122365095999
600.599412,0.6839571565118002
600.718014,0.6832667085186537
600.836617,0.766362487420337
600.955219,0.7306066957027514
601.073821,0.6971184082070754
601.192424,0.7256844503735657
601.311026,0.7668837911349582
601.429629,0.6610472229519911
601.548231,0.6475365753349442
601.666833,0.7740181159857303
601.785436,0.7897727761655523
601.904038,0.6791793825075457
602.02264,0.6993737410673488
602.141243,0.7156457478721777
602.259845,0.800971430372451
602.378448,0.6673971386386637
602.49705,0.7030551083414102
602.615652,0.74632060924323
602.734255,0.7248721387685597
602.852857,0.6700787742505935
602.971459,0.7461340524114948
603.090062,0.7274063621804584
603.208664,0.689457653416224
603.327267,0.7336596866860203
603.445869,0.7768795188752873
603.564471,0.806081842554192
603.683074,0.6384512227040741
603.801676,0.7122758591359469
603.920278,0.7721318140069964
604.038881,0.8039003180616685
604.157483,0.6316814795081473
604.276086,0.7124610749363329
604.394688,0.7331243105508041
604.51329,0.7379715538819086
604.631893,0.6939884231184411
604.750495,0.7239883339897984
604.869097,0.7793695152050193
604.9877,0.6996745364423786
605.106302,0.6864375682549362
605.224904,0.744680508675027
605.343507,0.7517360605143121
605.462109,0.6377939564948945
605.580712,0.6882865711074146
605.699314,0.7791591138413763
605.817916,0.7238797438841614
605.936519,0.6535998270812172
606.055121,0.7035403837669343
606.173723,0.8091265066863857
606.292326,0.7284910055187263
606.410928,0.6351716510526838
606.529531,0.7203197992207465
606.648133,0.806630164615501
606.766735,0.6829115021918729
606.885338,0.6957116503263012
607.00394,0.7667841027219978
607.122542,0.7938029677325597
607.241145,0.6705345827744182
607.359747,0.7754901483940547
607.47835,0.7273699927715922
607.596952,0.7288189002419893
607.715554,0.6670568528782025
607.834157,0.7622505283261565
607.952759,0.7928509754808706
608.071361,0.7775479226339403
608.189964,0.6029264880810306
608.308566,0.7413666290510933
608.427169,0.8021497242088871
608.545771,0.6430710906303557
608.664373,0.6836494450316455
608.782976,0.7653285960959857
608.901578,0.7592152082086517
609.02018,0.6707022373760638
609.138783,0.6911488955927867
609.257385,0.7650531273887334
609.375988,0.7534444396484046
609.49459,0.6837861885945523
609.613192,0.7804692013179776
609.731795,0.8118659813831526
609.850397,0.6918196352776673
609.968999,0.6719307462132019
610.087602,0.7597468449055332
610.206204,0.8085764876894921
610.324806,0.6934473232048087
610.443409,0.704476714999591
610.562011,0.8124913589282736
610.680614,0.7871629499216707
610.799216,0.6499498973911725
610.917818,0.7407293278289139
611.036421,0.7180256401903514
611.155023,0.7424943631880686
611.273625,0.7345920263985148
611.392228,0.7905155116061149
611.51083,0.7728425021422979
611.629433,0.6815129676001145
611.748035,0.7464624236309264
611.866637,0.7886047769894164
611.98524,0.821872504475695
612.103842,0.6441072689860238
612.222444,0.7101990472482699
612.341047,0.7921218880150874
612.459649,0.7887230765782122
612.578252,0.6689673662092281
612.696854,0.7399445707361538
612.815456,0.7547037430883172
612.934059,0.7142158867142117
613.052661,0.7222095115368606
613.171263,0.7460818248558118
613.289866,0.796211838320764
