nu,[0]Propylenecarbonate-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
638.232765,0.988090486402823
638.350767,0.984778043254166
638.468769,0.9876992800341807
638.586772,0.9912567465032484
638.704774,0.988161631479036
638.822776,0.9871423747023075
638.940779,0.9901194366989956
639.058781,0.9913789759953855
639.176784,0.9931512602517111
639.294786,0.9882031351391288
639.412788,0.9900092425381098
639.530791,0.9909462344088283
639.648793,0.988785358233595
639.766795,0.9903390695464378
639.884798,0.9881221058042956
640.0028,0.9875886639094356
640.120802,0.9893748499581865
640.238805,0.9870130675210268
640.356807,0.9895697760032133
640.474809,0.9902809383492228
640.592812,0.9928664653118174
640.710814,0.9860314779406428
640.828817,0.9907519289045381
640.946819,0.990044883512375
641.064821,0.992830722762436
641.182824,0.9897558326098749
641.300826,0.9908308949800282
641.418828,0.9924659245076058
641.536831,0.9905175447269009
641.654833,0.9950724802541915
641.772835,0.9885668608142796
641.890838,0.9910897338126768
642.00884,0.9930632709480366
642.126843,0.9911908301213498
642.244845,0.9898389755917705
642.362847,0.9954374402440251
642.48085,0.9909041200888016
642.598852,0.9923108142057911
642.716854,0.9903394656821449
642.834857,0.9883237032761226
642.952859,0.9919279553399585
643.070861,0.9924766431974713
643.188864,0.9961233337474695
643.306866,0.9910307657278329
643.424868,0.9921332064664152
643.542871,0.9904468242989567
643.660873,0.9917635073180808
643.778876,0.9942333910874218
643.896878,0.9939357621674029
644.01488,0.9924864687648755
644.132883,0.9942489012493018
644.250885,0.9907447955163302
644.368887,0.9940969916233818
644.48689,0.9932467066739484
644.604892,0.9923087303552693
644.722894,0.9927887269110817
644.840897,0.9981861470232507
644.958899,0.9963530662753742
645.076902,0.9962642951719805
645.194904,0.9916052344928203
645.312906,0.9975015263937411
645.430909,0.9916989456152607
645.548911,0.9938712578296266
645.666913,0.9937851923053895
645.784916,0.9969377981336757
645.902918,0.9934118973364912
646.02092,0.9940163736264651
646.138923,0.9955196667724981
646.256925,0.9969775767453992
646.374927,0.9952093121272021
646.49293,0.9919877703990714
