nu,[0]Methylsalicylate-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
658.173163,0.8962015025971503
658.292166,0.8951356571129014
658.411168,0.8917227616831944
658.530171,0.8868672230873793
658.649173,0.882223370944389
658.768175,0.8782886331668317
658.887178,0.8745375907736884
659.00618,0.8693495418599196
659.125183,0.8667107322754687
659.244185,0.8601486980255526
659.363187,0.8561240458184567
659.48219,0.8497951147699936
659.601192,0.8449059158612491
659.720194,0.843032305205357
659.839197,0.8367666840331242
659.958199,0.831245583590518
660.077202,0.8233038075060013
660.196204,0.8208458056655414
660.315206,0.8128245486846668
660.434209,0.8079702826790197
660.553211,0.8045517411100165
660.672213,0.7968092211900782
660.791216,0.7915992600551957
660.910218,0.7865806648107913
661.029221,0.7797826905298674
661.148223,0.7735538444115393
661.267225,0.7712443727973873
661.386228,0.7622962647299344
661.50523,0.7578498500248882
661.624232,0.753497182605162
661.743235,0.7469029664082085
661.862237,0.7401961946638479
661.98124,0.7356726707563266
662.100242,0.7317692843619745
662.219244,0.726984588816493
662.338247,0.7212351865136521
662.457249,0.7162184935381954
662.576252,0.7132594783627206
662.695254,0.7081707797781566
662.814256,0.7050616733971942
662.933259,0.7011874668176722
663.052261,0.6964355668139652
663.171263,0.6933849157540978
663.290266,0.6919510934965054
663.409268,0.6880594740120308
663.528271,0.686602333042301
663.647273,0.6819151788916621
663.766275,0.6817924452058247
663.885278,0.6796074003299828
664.00428,0.6772532494647631
664.123282,0.6767522674463674
664.242285,0.6778088248841153
664.361287,0.6759676899590495
664.48029,0.6728922945234728
664.599292,0.6743810309421843
664.718294,0.6739293469824762
664.837297,0.6737002499532041
664.956299,0.6729326692723745
665.075302,0.6738484803129355
665.194304,0.6772397045352235
665.313306,0.6717560669284776
665.432309,0.6725895611110636
665.551311,0.6743742871655938
665.670313,0.6726837302413045
665.789316,0.6709705719343481
665.908318,0.6714739886209586
666.027321,0.6712054527362677
666.146323,0.6701993992858861
666.265325,0.6662502022082933
