nu,[0]Hexadecane-HITRAN(x-sec)-X=0.01-T=323.1K-P=1.0atm-L=15cm
666.978966,0.8467244177694
667.097968,0.8648233608614114
667.21697,0.8839453849357088
667.335972,0.8266449491713512
667.454974,0.8379473572366113
667.573976,0.8415667044367394
667.692978,0.8758941751206571
667.81198,0.8495402144725189
667.930982,0.8347107678041628
668.049984,0.8369759018552705
668.168986,0.8607165835478576
668.287988,0.8647887686188265
668.40699,0.8418865605532386
668.525992,0.8583614481179265
668.644994,0.8370512330762916
668.763996,0.8545844086251595
668.882998,0.866164876476766
669.002,0.8735324506106673
669.121002,0.8062027638994493
669.240004,0.853747326142118
669.359006,0.8680551755848918
669.478008,0.8764987506560635
669.59701,0.8412133206366688
669.716012,0.8413395120988874
669.835014,0.8474444394903841
669.954016,0.8768581888236218
670.073018,0.855507858359572
670.19202,0.832884751440403
670.311022,0.8561925384817922
670.430024,0.8369256848076857
670.549026,0.8727902635018553
670.668028,0.8471648289636267
670.78703,0.8606391225411358
670.906032,0.8448805690639771
671.025034,0.8727204430736295
671.144036,0.8747300102090205
671.263038,0.863035028067439
671.38204,0.8264052568931517
671.501042,0.843791375810577
671.620044,0.8665287421313248
671.739046,0.8637689197010542
671.858048,0.822900487461804
671.97705,0.8352284489447719
672.096052,0.8649444446075966
672.215054,0.8540205690030096
672.334056,0.8630609195066506
672.453058,0.8360390136005513
672.57206,0.8533290924279365
672.691062,0.8451340712581242
672.810064,0.8924185767699133
672.929066,0.8638034711488666
673.048068,0.8592632009758522
673.16707,0.8358133135377588
673.286072,0.8728251758106369
673.405074,0.892186578101087
673.524076,0.8615346528236084
673.643078,0.8492429274257216
673.76208,0.847427490771082
673.881082,0.9007297597929625
674.000084,0.8946434678659395
674.119086,0.8879232232783502
674.238088,0.8485383482367703
674.35709,0.8900745995940825
674.476092,0.8715430653842348
