nu,[0]Isobutene-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
833.581326,0.9965847452949256
833.82238,0.9966128493810087
834.063434,0.9963296522534325
834.304488,0.9963478852529002
834.545542,0.9963262647383737
834.786596,0.9962788407368723
835.02765,0.9961731411593319
835.268704,0.9960692457189504
835.509758,0.9958731389918092
835.750812,0.9958370890366858
835.991866,0.9957126171802093
836.23292,0.9956189250312174
836.473974,0.99565267708487
836.715028,0.9953892622378345
836.956082,0.9953684588196502
837.197136,0.9953176963227051
837.43819,0.9951355698493586
837.679244,0.9951517906913466
837.920298,0.9950111856773002
838.161352,0.994858960611406
838.402406,0.9947902182323043
838.64346,0.9946879590540818
838.884514,0.994399839688449
839.125568,0.9942284199328942
839.366622,0.9940643857767953
839.607676,0.9938228574779284
839.84873,0.9937092700169657
840.089784,0.9937150335474461
840.330838,0.9933088858639746
840.571892,0.9931630788220285
840.812946,0.99307608154686
841.054,0.9927855499922386
841.295054,0.9924522285723497
841.536108,0.9922693364806479
841.777162,0.9918640772365316
842.018216,0.9916664184232934
842.25927,0.9913775880657907
842.500324,0.9910826971005471
842.741378,0.9908916347755461
842.982432,0.9906848572693517
843.223486,0.9902782645942988
843.46454,0.9898231382948597
843.705594,0.9895955051518668
843.946648,0.9891928217329045
844.187702,0.9886953828599374
844.428756,0.9882772531536551
844.66981,0.9878276892870058
844.910864,0.9872894698744563
845.151918,0.9870486006310497
845.392972,0.9866321539980032
845.634026,0.9859496407242652
845.87508,0.9854764984599453
846.116134,0.9849651688587538
846.357188,0.9843704295261224
846.598242,0.9837465364688002
846.839296,0.9831063258847142
847.08035,0.9825932782996719
847.321404,0.9817702100462212
847.562458,0.9810420067472011
847.803512,0.9805280753974386
848.044566,0.979410910296582
848.28562,0.978509288108949
848.526674,0.9780103756055157
848.767728,0.976837467040677
849.008782,0.9761607531844516
849.249836,0.9752933319007596
849.49089,0.9740642621006059
849.731944,0.9733758420524633
849.972998,0.9719693577180992
850.214052,0.9710852679244415
850.455106,0.9702010120850524
850.69616,0.9687235518532908
850.937214,0.9676720891235813
851.178268,0.9663269929788624
851.419322,0.9648689403262593
851.660376,0.963920940176329
851.90143,0.9619430785244926
852.142484,0.960726989868402
852.383538,0.9594299240703202
852.624592,0.9576863073386214
852.865646,0.9563656117240625
853.1067,0.9542028491501581
853.347754,0.9525096888614476
853.588808,0.9514482324302965
853.829862,0.948673107186955
854.070916,0.9473923151889486
854.31197,0.9452460641867313
854.553024,0.9429735929265538
854.794078,0.9413756651387398
855.035132,0.9381766701530264
855.276186,0.9366543077335694
855.51724,0.934756697624508
855.758294,0.9317749159083972
855.999348,0.9302248015017588
856.240402,0.9267643063050356
