nu,[0]Octane-PNNL(x-sec)-X=0.01-T=278.11K-P=1.0atm-L=15cm
675.875518,0.9959692453867809
675.99352,0.9963987002908206
676.111522,0.9937914531718228
676.229525,0.9949256183947778
676.347527,0.9956091680135616
676.465529,0.9912113479838924
676.583532,0.9930187827100421
676.701534,0.9965334225021162
676.819536,0.997444570682685
676.937539,0.9954607337526599
677.055541,0.9977878504173481
677.173543,0.9965573395912601
677.291546,0.9952152834009886
677.409548,0.9951011387543032
677.527551,0.9943550927024778
677.645553,0.9957563299235912
677.763555,0.9955823864871551
677.881558,0.9961523213582493
677.99956,0.9945246446996806
678.117562,0.9948301101198824
678.235565,0.9958662674908568
678.353567,0.9951635335517596
678.471569,0.9937734657093074
678.589572,0.9935510840931127
678.707574,0.9939910265321145
678.825577,0.9921426317766467
678.943579,0.9946133602546428
679.061581,0.9956674128535353
679.179584,0.9914401459652785
679.297586,0.9964013905709432
679.415588,0.9946029168691879
679.533591,0.9922966242626063
679.651593,0.9948504048611345
679.769595,0.9941408322673915
679.887598,0.9961526202039905
680.0056,0.995337503341941
680.123602,0.9940003700916785
680.241605,0.9961063997947349
680.359607,0.9937065870055588
680.47761,0.996378174689009
680.595612,0.9959421553917319
680.713614,0.9975874149726138
680.831617,0.9939721408820246
680.949619,0.9936069232331038
681.067621,0.9928393604272978
681.185624,0.9953463618851413
681.303626,0.9937311318613855
681.421628,0.9928037181340414
681.539631,0.9911490027508825
681.657633,0.9938698664108396
681.775636,0.9929689344183525
681.893638,0.9930789614716723
682.01164,0.9941664814317368
682.129643,0.9934480581876778
682.247645,0.991002422653241
682.365647,0.9967085288070882
682.48365,0.9971110809808346
682.601652,0.9973395452990756
682.719654,0.9947644534993069
682.837657,0.9946161451759503
682.955659,0.9971382027710919
683.073661,0.9948274240822113
683.191664,0.9919305343559951
683.309666,0.9938207704521191
683.427669,0.9922872967181777
683.545671,0.994861646734226
683.663673,0.9948858221659719
683.781676,0.9951069103576456
683.899678,0.9948669195149265
684.01768,0.9924281122762096
684.135683,0.9951532834201522
684.253685,0.9957470694327842
684.371687,0.9920184232947615
684.48969,0.9971536585330167
684.607692,0.9935827788782244
684.725695,0.995852425045944
684.843697,0.9908498200308559
684.961699,0.996367214589368
685.079702,0.9990269237460503
685.197704,0.9963764808475518
685.315706,0.9920534421631833
685.433709,0.9941357621620757
685.551711,0.9926335661591941
685.669713,0.9955227528882487
685.787716,0.9928874150152541
685.905718,0.9931009087592375
686.02372,0.9949132813935992
