nu,[0]1-3-Butadiene-PNNL(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
594.36908,0.9938553560167162
594.488282,0.9933853735929259
594.607484,0.9944123692053649
594.726686,0.9935757244655375
594.845888,0.9934935591507068
594.96509,0.9933546784591241
595.084292,0.9939873487721201
595.203494,0.9936541206828879
595.322696,0.9945190753772644
595.441898,0.9938466101280652
595.5611,0.9946208198828183
595.680302,0.9940351607134641
595.799504,0.994147990107152
595.918706,0.9940225365470866
596.037908,0.9936242121439812
596.15711,0.9951454217402669
596.276312,0.9931756920732235
596.395514,0.9938867623421836
596.514716,0.9936701186430142
596.633918,0.9942896662899305
596.75312,0.9937781364555724
596.872322,0.993851579373539
596.991524,0.9937861860910787
597.110726,0.9949837237475518
597.229928,0.9942761440424205
597.34913,0.995213591536445
597.468332,0.993422427558413
597.587534,0.9941202537651518
597.706736,0.9928796705236206
597.825938,0.9941003715588992
597.94514,0.9936440848269502
598.064342,0.9936923771029657
598.183544,0.9936495498844456
598.302746,0.9936873092847653
598.421948,0.9952203590118768
598.54115,0.9940840684464916
598.660352,0.9944142585906613
598.779554,0.9944605993748435
598.898756,0.9941060379471663
599.017958,0.9950831275866933
599.13716,0.9928356869284601
599.256362,0.9956409284525974
599.375564,0.9943132312342652
599.494766,0.9941876574033146
599.613968,0.9946615007062686
599.73317,0.9944988868449486
599.852372,0.9943943705043711
599.971574,0.9935696636721038
600.090776,0.9934460712935482
600.209978,0.9943424644729899
600.32918,0.9945659183288575
600.448382,0.993820671070047
600.567584,0.9936887998168472
600.686786,0.9940369499783637
600.805988,0.9943750794407071
600.92519,0.9937067857468961
601.044392,0.9933324275635376
601.163594,0.992458084057772
601.282796,0.9931824456908919
601.401998,0.9929530470425012
601.5212,0.9921912479566906
601.640402,0.9944175401631292
601.759604,0.9942076407760606
601.878806,0.9942309055070511
601.998008,0.9942224545802707
602.11721,0.9939456021801563
602.236412,0.9937361005294665
602.355614,0.9944320587652012
602.474816,0.9945247441521501
602.594018,0.9961457467746245
602.71322,0.9947745006710254
602.832422,0.994558956391796
602.951624,0.9941997865667227
603.070826,0.9942613294382434
603.190028,0.9943187994039508
603.30923,0.9949464125575005
603.428432,0.995717197468783
603.547634,0.9948728887343512
603.666836,0.9964092621730215
603.786038,0.9944238050133666
603.90524,0.994794396359995
604.024442,0.9952092126062758
604.143644,0.9948593585550698
604.262846,0.9960309973942872
604.382048,0.9967968410949171
604.50125,0.9956045882219222
604.620452,0.9957289470010352
604.739654,0.995200056723637
604.858856,0.996201333258143
604.978058,0.9948755748947771
605.09726,0.9951559703376448
605.216462,0.996403084454747
