nu,[0]1-2-Dichlorobenzene-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
662.819454,0.7149090122358556
662.938656,0.6927472949821326
663.057858,0.6940578254308107
663.17706,0.6509711201801984
663.296262,0.6555701263735746
663.415464,0.6598914019501769
663.534666,0.7016854866952483
663.653868,0.684176057824226
663.77307,0.6667500772896734
663.892272,0.6423769487565574
664.011474,0.6557078105564462
664.130676,0.6767251978970642
664.249878,0.6475883803331434
664.36908,0.6767251978970642
664.488282,0.6322059927790351
664.607484,0.6557143676673373
664.726686,0.6402093799246834
664.845888,0.6411575913103171
664.96509,0.6827749335487541
665.084292,0.6449645015870916
665.203494,0.6701591885282637
665.322696,0.6730403471134557
665.441898,0.6712323014913487
665.5611,0.6825633061232996
665.680302,0.6663834655746275
665.799504,0.7056047799549008
665.918706,0.6620792614004887
666.037908,0.7162471428509194
666.15711,0.6929967289037382
666.276312,0.7103908268801121
666.395514,0.6464302339825655
666.514716,0.647335870107508
666.633918,0.6591791039462283
666.75312,0.6653181045458081
666.872322,0.6696031871742664
666.991524,0.6589418421784882
667.110726,0.6748532629257552
667.229928,0.6537305601195016
667.34913,0.6478150759356762
667.468332,0.6870144180552678
667.587534,0.6293863386133073
667.706736,0.6360678747699069
667.825938,0.6508604644957674
667.94514,0.659937595965085
668.064342,0.683471719281286
668.183544,0.6623176528424779
668.302746,0.6821607125494697
668.421948,0.7107247890437065
668.54115,0.6900784446184363
668.660352,0.7518713851840596
668.779554,0.7567517640470799
668.898756,0.7106252945380184
669.017958,0.7277774340404518
669.13716,0.7412257827723938
669.256362,0.8121258200691677
669.375564,0.7510222503703263
669.494766,0.7854645129221516
669.613968,0.7632420983938784
669.73317,0.7897490833376616
669.852372,0.7724716267584825
669.971574,0.7742890697404664
670.090776,0.8027997287017768
670.209978,0.7624106177459057
670.32918,0.7945018217948523
670.448382,0.7999308440406317
