nu,[0]Trichloroethene-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
649.208984,0.9706532311155346
649.327087,0.9715670456883404
649.445189,0.9717740115101495
649.563291,0.9724253182612587
649.681394,0.9729427861648313
649.799496,0.9743877051241944
649.917598,0.9753196651762186
650.035701,0.97597432428512
650.153803,0.975632793043074
650.271905,0.9760787591249829
650.390008,0.9763169514004851
650.50811,0.9774726177958863
650.626213,0.977932137905017
650.744315,0.9791279014402557
650.862417,0.9797145747443314
650.98052,0.9792561755971183
651.098622,0.9806045595701636
651.216724,0.9808301245578439
651.334827,0.9810537793219173
651.452929,0.9819057036840536
651.571031,0.98236436073576
651.689134,0.9833147665197285
651.807236,0.9828350259798792
651.925339,0.9837337478469523
652.043441,0.9835281689773925
652.161543,0.984302510309725
652.279646,0.9847307750425359
652.397748,0.9859535845307157
652.51585,0.9856016619229614
652.633953,0.9864821973075927
652.752055,0.986661753406612
652.870157,0.9867416762454693
652.98826,0.9866134081651632
653.106362,0.9875264477834378
653.224464,0.9885490667709318
653.342567,0.9886004726589454
653.460669,0.988584655177923
653.578772,0.9883177733516928
653.696874,0.9898835193478991
653.814976,0.9895183197127362
653.933079,0.9892234871856902
654.051181,0.9903588765258979
654.169283,0.9907807602051626
654.287386,0.9905379495984917
654.405488,0.9910509829616688
654.52359,0.990484660090304
654.641693,0.9910854721359841
654.759795,0.9914700879098078
654.877898,0.9913322831452414
654.996,0.9909518828184625
655.114102,0.9911693215137054
655.232205,0.9917974262100409
655.350307,0.9910377029674733
655.468409,0.9911215483037521
655.586512,0.9911632753992848
655.704614,0.9920755652016144
655.822716,0.9914217053500619
655.940819,0.9913345632121147
656.058921,0.9914890251693371
656.177024,0.9914046530433801
656.295126,0.9920670333884406
656.413228,0.9925788735564938
656.531331,0.9930762801620961
656.649433,0.9929649625505587
656.767535,0.9938778174015749
656.885638,0.9937588573467332
657.00374,0.9930014050333997
657.121842,0.9938950116365456
657.239945,0.9932869339801662
657.358047,0.9933562678278811
657.47615,0.9936531270292641
657.594252,0.9936355395245656
657.712354,0.9936038430564161
657.830457,0.9940765134362805
657.948559,0.993784596034453
658.066661,0.9935828782365073
658.184764,0.9944708423717684
658.302866,0.9931632774546642
658.420968,0.9937711800329648
658.539071,0.9939195611465182
658.657173,0.9931763872964513
658.775276,0.9940856589822735
658.893378,0.9940345642925466
659.01148,0.994001463492687
659.129583,0.9940827761380425
659.247685,0.9937424604608617
659.365787,0.9937712794100878
659.48389,0.9937221883214448
659.601992,0.9939720414848154
