nu,[0]Syringol-PNNL(x-sec)-X=0.01-T=323.15K-P=1.0atm-L=15cm
630.202604,0.9573760672366541
630.321006,0.9826984214055058
630.439409,0.9776124063748763
630.557811,0.9351980069265889
630.676214,1.0054126959935306
630.794616,1.0133564104894157
630.913018,0.9802545462234968
631.031421,0.957165467668664
631.149823,0.9654412772890103
631.268225,0.9851011034313261
631.386628,0.9738801813512477
631.50503,0.9888684196922191
631.623432,0.9603053232824375
631.741835,1.0015818498065747
631.860237,0.953524652052051
631.97864,0.9801290816714828
632.097042,0.9592821832383495
632.215444,0.9691305011984495
632.333847,0.9635315947695655
632.452249,1.007642455620327
632.570651,1.0045281210970396
632.689054,0.9630460972014658
632.807456,0.9611382690275274
632.925859,0.9836137396503638
633.044261,0.9650696539393392
633.162663,0.9870199766366813
633.281066,0.9854755129839395
633.399468,1.0115046755424477
633.51787,0.986344099467044
633.636273,0.971124112112037
633.754675,0.9567281429862405
633.873077,0.966907930055748
633.99148,0.9804339492203292
634.109882,0.9996787915984682
634.228285,0.9857800719693915
634.346687,0.9874820100931431
634.465089,0.9513568977841164
634.583492,0.9425578332538191
634.701894,0.9806516297186975
634.820296,0.9764028710726186
634.938699,0.98378391954746
635.057101,0.9818242088927284
635.175504,0.9869321357677373
635.293906,0.9997663373033812
635.412308,0.9715340129703464
635.530711,0.9487328754753891
635.649113,0.9550763443202281
635.767515,0.9858480931410609
635.885918,0.9757576820333085
636.00432,0.9818428637299178
636.122722,0.9634978717539049
636.241125,0.997224060066454
636.359527,0.9688388368152805
636.47793,0.9752367665279211
636.596332,0.9979617799971984
636.714734,0.9878513974360453
636.833137,1.0039403428178546
636.951539,0.9779693000323334
637.069941,0.9545397422140356
637.188344,0.9554469858416297
637.306746,0.9922311348465794
637.425149,0.9637233566365977
637.543551,1.0043832785853735
637.661953,0.9989742264657256
637.780356,0.9645583025428413
637.898758,0.9509241288580215
638.01716,0.9761802765947487
638.135563,0.9706173176103873
638.253965,0.9577657986009722
638.372367,0.9833137832054536
638.49077,0.972901923425936
638.609172,0.9876261929917122
638.727575,0.9884087027695302
638.845977,0.9536772282021457
638.964379,0.9565109903455399
639.082782,0.9846224606146841
639.201184,0.9818998122675058
639.319586,1.0132094844622892
639.437989,0.9619382688211242
639.556391,0.9669823848328345
639.674793,0.9775273577951885
639.793196,0.9746186623776623
639.911598,0.9743760125418884
640.030001,0.9849395600972788
640.148403,0.9920238794110939
640.266805,0.9993999101259933
640.385208,1.0043702216876218
640.50361,0.9918684414480727
640.622012,0.9532252923132453
640.740415,0.9733563747302961
640.858817,0.99387324557413
640.97722,0.9885421469516837
641.095622,1.0449321969392096
641.214024,0.9769400403597213
641.332427,0.9919878695978535
641.450829,0.9631664854877272
641.569231,0.9678617714413094
641.687634,0.9918760788644759
641.806036,0.9874908974712271
641.924438,1.0075033098054453
642.042841,1.0095739397286079
642.161243,0.999594562212122
642.279646,0.9732765627799029
642.398048,0.9869874055148787
642.51645,0.9621335621112932
642.634853,0.9984008799571744
642.753255,1.0054030440779782
642.871657,1.0117100318345413
642.99006,0.976657745481632
643.108462,0.9981621908431973
643.226865,0.9824419705858067
643.345267,0.9632377624448681
643.463669,0.9576958842495792
643.582072,0.993422427558413
643.700474,1.0117201489854455
643.818876,1.0121087241243076
643.937279,0.9638958785576869
644.055681,0.9669727150573352
644.174083,0.9785611504755594
644.292486,1.0018268666913808
644.410888,0.9919503731650696
644.529291,1.005651811562352
644.647693,1.0206023579482464
644.766095,0.9421055140591486
644.884498,0.9844915145355295
645.0029,0.9810763438183324
645.121302,1.0032496687621297
645.239705,1.0078092342472826
645.358107,0.9854636873487377
645.47651,0.99693809721506
645.594912,0.9684329783759357
645.713314,0.9678666107622649
645.831717,0.9729554345032655
645.950119,1.0045868877110304
646.068521,1.001214937439256
646.186924,1.0072980015525286
646.305326,1.0247349563681565
646.423728,0.9760211721770261
646.542131,0.9625877963434555
646.660533,0.9889069863126313
646.778936,0.9650320169567614
646.897338,0.9981231634645257
647.01574,0.9979043988445725
647.134143,1.0043307507135193
647.252545,1.0007069497712793
647.370947,0.9595997581967575
647.48935,0.9922151600539059
647.607752,0.97523384082201
647.726155,0.9908417941798184
647.844557,1.0255243061452237
647.962959,0.9987940277696823
648.081362,0.977448181285899
648.199764,0.9659869057362
648.318166,0.9717555479793349
648.436569,1.0133939053702548
648.554971,1.002994474508482
648.673373,1.0069052319269785
648.791776,1.0114116213928543
648.910178,1.0205186719860662
649.028581,0.9771637852467755
649.146983,0.9843438518833251
649.265385,0.9754708514409538
649.383788,0.9927233042896773
649.50219,1.0054770444652033
649.620592,0.9956045882219222
649.738995,1.0038324250316868
649.857397,0.9992450451219458
649.9758,0.995667711553804
650.094202,0.9836048871665432
650.212604,0.9988539572092138
650.331007,1.0002104721461549
650.449409,1.0018968968368875
650.567811,1.011238684792097
650.686214,0.9868127242038547
650.804616,0.9924327766992987
650.923018,0.9725352085309055
651.041421,0.9899973624984798
651.159823,1.0087167717149936
651.278226,1.0106614323243444
651.396628,1.011401507327211
651.51503,1.0092081364204133
651.633433,0.9872855207244752
651.751835,0.9834829277221764
