nu,[0]1-1-1-Trichloroethane-PNNL(x-sec)-X=0.01-T=278.06K-P=1.0atm-L=15cm
581.00162,0.9927729416958165
581.121622,0.9926368418553673
581.241625,0.9926788312818479
581.361627,0.9933257722585682
581.48163,0.9935428376533375
581.601632,0.9945004780444404
581.721634,0.9942636162419309
581.841637,0.9947821604641707
581.961639,0.9952149848364484
582.081642,0.9935548595944057
582.201644,0.9944421025797159
582.321646,0.9944629860831461
582.441649,0.9941760254757699
582.561651,0.994835681184098
582.681654,0.9948856231888273
582.801656,0.9953911534792295
582.921658,0.9947350089072654
583.041661,0.9946566268768561
583.161663,0.9948705010422835
583.281666,0.9953981212416909
583.401668,0.9953373042744603
583.52167,0.9952233446774323
583.641673,0.9949173605464152
583.761675,0.995621613205944
583.881678,0.9953949359727994
584.00168,0.9958278277948226
584.121682,0.9949656152085679
584.241685,0.9959633691855678
584.361687,0.9955366903043508
584.48169,0.9951174585468007
584.601692,0.9957250636657144
584.721694,0.9969609273588904
584.841697,0.9955804948824178
584.961699,0.9965439858123801
585.081702,0.9948825390481759
585.201704,0.9955917450055731
585.321706,0.9959477326834185
585.441709,0.9958899693900746
585.561711,0.9964139453075591
585.681714,0.9962891024617797
585.801716,0.9962826266036603
585.921718,0.9964193259573915
586.041721,0.9957967584512797
586.161723,0.9956242018255036
586.281726,0.9956179294127901
586.401728,0.9963843522528425
586.52173,0.9959876709882568
586.641733,0.9961237321968828
586.761735,0.9970883471073554
586.881738,0.9955763134531204
587.00174,0.9955939353098214
587.121742,0.9961035110903641
587.241745,0.9963611367678965
587.361747,0.9959891649708837
587.48175,0.9960479300651702
587.601752,0.9964284930573589
587.721754,0.9960090849533824
587.841757,0.9955805944404723
587.961759,0.9951489047553382
588.081762,0.995005912131991
588.201764,0.9954626251298508
588.321766,0.9943077625265323
588.441769,0.9955605834716349
588.561771,0.9952792778011093
588.681774,0.9944762125288167
588.801776,0.99550154847944
588.921778,0.9958883759673983
589.041781,0.9955264363292488
589.161783,0.9961194488740435
589.281786,0.9949014419959952
589.401788,0.9958986336704978
589.52179,0.9956079732832768
589.641793,0.9956207171468954
589.761795,0.9951467154301561
589.881798,0.9961473406090944
590.0018,0.9956820492720817
590.121802,0.9959925513398015
590.241805,0.9956817505675116
590.361807,0.9962670847159123
590.48181,0.9963425049888466
590.601812,0.9952537989777279
590.721814,0.9956044886614683
590.841817,0.9964102585827819
590.961819,0.9965399996444092
591.081822,0.9968187708666478
591.201824,0.9968081049628622
591.321826,0.9965907248213359
591.441829,0.9972769143422635
591.561831,0.9971483736326315
591.681834,0.9971611372135007
591.801836,0.9969407889515564
591.921838,0.9974807785777702
592.041841,0.9967013525315154
592.161843,0.9974880602140317
592.281846,0.999140409659629
592.401848,0.9963316449147297
592.52185,0.9991039916554191
592.641853,0.9969740873299872
592.761855,0.9986172568714531
592.881858,0.998254225639932
593.00186,0.997639390630888
593.121862,0.9984363238175378
593.241865,0.9977777728109509
593.361867,0.9977927395897936
593.48187,0.9982414480676205
593.601872,0.9980511015735891
593.721874,0.9984500024888727
593.841877,0.998506216806431
593.961879,0.9978671777046741
594.081882,0.9983525585239726
594.201884,0.9990063140332033
594.321886,0.9981096888927724
594.441889,0.9980940186936682
594.561891,0.999264350722709
594.681894,0.9983711280542573
594.801896,0.9989828176810155
594.921898,0.9988942118348145
595.041901,0.9998635293129715
595.161903,0.9990682143820738
595.281906,0.9982312660567786
595.401908,0.9985794099946205
595.52191,0.9988644452308264
595.641913,0.9994799352805613
