nu,[0]CFC-112a-PNNL(x-sec)-X=0.01-T=278.2K-P=1.0atm-L=15cm
659.99751,0.992979857136706
660.116712,0.9932467066739484
660.235914,0.9935849647627424
660.355116,0.9927342243060844
660.474318,0.9933027273679735
660.59352,0.9924453806755978
660.712722,0.9934462699827824
660.831924,0.9939852614008795
660.951126,0.9930925667466404
661.070328,0.9936643553730395
661.18953,0.993442693582648
661.308732,0.9934052414990762
661.427934,0.9936809497063366
661.547136,0.9919368827317298
661.666338,0.9929818430984063
661.78554,0.9933726583415217
661.904742,0.9946887548047674
662.023944,0.9931636747200545
662.143146,0.9940003700916785
662.262348,0.9934920689114858
662.38155,0.9931380514277887
662.500752,0.9922200219201017
662.619954,0.9924369449257141
662.739156,0.9927581494891875
662.858358,0.9940268108531836
662.97756,0.9939104171286182
663.096762,0.9928082850416488
663.215964,0.9937890680751973
663.335166,0.9933286529074847
663.454368,0.995525938566155
663.57357,0.9938434298240013
663.692772,0.9950521809826476
663.811974,0.9942875782838237
663.931176,0.9937053945583698
664.050378,0.9945651226764411
664.16958,0.9947729090330976
664.288782,0.993856449258209
664.407984,0.9949513873020002
664.527186,0.9941022603513996
664.646388,0.9939382470099143
664.76559,0.9940544451826406
664.884792,0.9935619138589514
665.003994,0.9945349878097696
665.123196,0.9937133442333249
665.242398,0.995783116129139
665.3616,0.9941613117794744
665.480802,0.9946678665602439
665.600004,0.9947998677442212
665.719206,0.994388702472613
665.838408,0.9937342124326692
665.95761,0.9948632385141342
666.076812,0.9951693055169928
666.196014,0.9948060355225213
666.315216,0.9946996964412491
666.434418,0.9938909366753516
666.55362,0.9946180349484215
666.672822,0.995906999254156
666.792024,0.9957817220337523
666.911226,0.9954811409068745
667.030428,0.9942704766845515
667.14963,0.9940344648890951
667.268832,0.9953403898248862
667.388034,0.9940722389164629
667.507236,0.9962746563745284
667.626438,0.9954122559953691
667.74564,0.9957430864524724
667.864842,0.9949219371768
667.984044,0.9948543842707128
668.103246,0.9948186696393989
668.222448,0.9944332520843877
668.34165,0.9961364826622577
668.460852,0.9951858254645796
668.580054,0.9955364911970326
668.699256,0.9959604808959852
668.818458,0.9955276309616891
668.93766,0.9945515966827497
669.056862,0.9957095304758804
669.176064,0.9958174712392677
669.295266,0.99539244748857
669.414468,0.9951053181878627
669.53367,0.9958469478726684
