nu,[0]Ethylene-PNNL(x-sec)-X=0.01-T=278.18K-P=1.0atm-L=15cm
700.794666,0.9935482027991467
700.915668,0.9933599432528717
701.03667,0.9927315439272973
701.157672,0.9916045403693992
701.278674,0.9914844643303113
701.399676,0.9925812557486489
701.520678,0.9929271313061753
701.64168,0.9935213773598162
701.762682,0.9923152796145022
701.883684,0.9902276626678683
702.004686,0.9917187797925141
702.125688,0.9926496469532199
702.24669,0.9925697418728628
702.367692,0.9928903936819672
702.488694,0.9934331565785673
702.609696,0.9936028494530699
702.730698,0.992989091892319
702.8517,0.9925247794819618
702.972702,0.9928436296457265
703.093704,0.9928491895856203
703.214706,0.992339889338596
703.335708,0.990640970902265
703.45671,0.9922227009177775
703.577712,0.9928979396776338
703.698714,0.9926806181053524
703.819716,0.9927405778254512
703.940718,0.9906564250219528
704.06172,0.9917196723398176
704.182722,0.9928584231260194
704.303724,0.9932941850012504
704.424726,0.9925857223743497
704.545728,0.9930440057074535
704.66673,0.9932669691134408
704.787732,0.9935388634899353
704.908734,0.993626596844952
705.029736,0.9930572132805596
705.150738,0.9927084135517937
705.27174,0.9925439353950598
705.392742,0.9913330762113851
705.513744,0.988945554437171
705.634746,0.992148882294916
705.755748,0.9927130792923019
705.87675,0.9923749195549693
705.997752,0.9900776545403767
706.118754,0.9913423947860988
706.239756,0.9926626507487697
706.360758,0.992557731851647
706.48176,0.9930401328433834
706.602762,0.9927538806383227
706.723764,0.9932458127523147
706.844766,0.9935485008636522
706.965768,0.9935587344659141
707.08677,0.9931584109665275
707.207772,0.9924242418141191
707.328774,0.9919508691403802
707.449776,0.9923588432114913
707.570778,0.9898874788898956
707.69178,0.9899934025169498
707.812782,0.9926689045431688
707.933784,0.9922703287504804
708.054786,0.9887992013255117
708.175788,0.9907030860384297
708.29679,0.9932597182910318
708.417792,0.9936021539313187
708.538794,0.9935378699515685
708.659796,0.9929513590237561
708.780798,0.9920137608191288
708.9018,0.9925886008771184
709.022802,0.9930007099326595
709.143804,0.993491373467281
709.264806,0.9930422182298521
709.385808,0.9928430339397274
709.50681,0.9920178280838862
709.627812,0.9901513190581606
709.748814,0.9887883245941193
709.869816,0.9915606132612533
709.990818,0.9913809587553203
710.11182,0.988785358233595
710.232822,0.9922495905173249
710.353824,0.9931740036759821
710.474826,0.9938045713055841
710.595828,0.9938203729238905
710.71683,0.9938815941444568
710.837832,0.9936618712152564
710.958834,0.9929332874734734
711.079836,0.9930085546692546
711.200838,0.9933309375660138
711.32184,0.9934932611026838
711.442842,0.994037446996963
711.563844,0.9937364980239862
711.684846,0.9917886984310925
711.805848,0.987614341548505
711.92685,0.9907955229484718
712.047852,0.9930938577678163
712.168854,0.993143613016449
712.289856,0.9933395795827633
712.410858,0.9939074354018395
712.53186,0.9935171052270786
712.652862,0.994026512645185
712.773864,0.9941463000570053
712.894866,0.9938612197806147
713.015868,0.992744747344634
713.13687,0.9915593242332941
713.257872,0.9932968668991705
713.378874,0.9941583293000128
713.499876,0.9936725034541607
713.620878,0.9931611918139713
713.74188,0.9922477052448938
713.862882,0.9877180464987823
713.983884,0.9889040195961224
714.104886,0.9924456784092568
714.225888,0.9937155304050871
714.34689,0.9937742607283979
714.467892,0.9933830888091941
714.588894,0.9932777957824094
714.709896,0.9932756105736623
714.830898,0.9939114110395323
714.9519,0.9942568552723278
715.072902,0.9938807990394996
715.193904,0.9923040665151966
715.314906,0.9918747894264115
715.435908,0.9935784071236152
715.55691,0.994196605132496
715.677912,0.993413983503666
715.798914,0.9921571171648138
715.919916,0.987796079306711
716.040918,0.9901756770802118
716.16192,0.9918496953116809
716.282922,0.9920981847823632
716.403924,0.9937028109277027
716.524926,0.9943145238423059
716.645928,0.9943338137311798
716.76693,0.9946031157897912
716.887932,0.9948391631150756
717.008934,0.9942126118266921
717.129936,0.9942065471482573
717.250938,0.9934916715147377
717.37194,0.9909750713638253
717.492942,0.9914928919840755
717.613944,0.9925051276858815
717.734946,0.9925959460599421
717.855948,0.9896865521264374
717.97695,0.9850341188337949
718.097952,0.9900864662707143
718.218954,0.9926288015295116
718.339956,0.9913686657076487
718.460958,0.9910977616720336
718.58196,0.9923669805873687
718.702962,0.9930996177288953
718.823964,0.9928462110425194
718.944966,0.9930903819453969
719.065968,0.9924775364268521
719.18697,0.9921186222154746
719.307972,0.992155232068082
719.428974,0.9908753842859902
719.549976,0.991113222917713
719.670978,0.9929936596526475
