nu,[0]Crotonaldehyde-HITRAN(x-sec)-X=0.01-T=278.1K-P=1.0atm-L=15cm
513.080262,0.9848765259825457
513.200264,0.9896667585933309
513.320266,0.985746556016719
513.440269,0.9846746469880233
513.560271,0.9868748953638505
513.680274,0.985039044016702
513.800276,0.9875906390887386
513.920278,0.9877950915111255
514.040281,0.9877496539819872
514.160283,0.98845713598257
514.280286,0.9868216055583385
514.400288,0.9849897932957794
514.52029,0.989586598832399
514.640293,0.9880894983128307
514.760295,0.9896608206105932
514.880298,0.9888199663267713
515.0003,0.9880835697936263
515.120302,0.9862070071653538
515.240305,0.9831200894696215
515.360307,0.9875669371978242
515.48031,0.9893431904695423
515.600312,0.9894589503946508
515.720314,0.9906300739115186
515.840317,0.9866074885024732
515.960319,0.9895410788958192
516.080322,0.9890236842220574
516.200324,0.9898162095571422
516.320326,0.9889653335460502
516.440329,0.986058101149959
516.560331,0.9868719347436054
516.680334,0.9887616276697654
516.800336,0.9908527925847749
516.920338,0.9903159949149379
517.040341,0.9880035382657937
517.160343,0.9893204358378408
517.280346,0.9906313617314517
517.400348,0.9894945715580421
517.52035,0.9894322353636447
517.640353,0.9878928880660348
517.760355,0.9919460085930298
517.880358,0.9914394519574193
518.00036,0.9909681345626046
518.120362,0.9919062323556042
518.240365,0.9898053216387208
518.360367,0.9899201457156985
518.48037,0.9870101064862657
518.600372,0.9864180780486662
518.720374,0.9895321730661855
518.840377,0.9876597728531282
518.960379,0.9891938109262207
519.080382,0.9892828423755592
519.200384,0.9924314865375277
519.320386,0.9918917506303285
519.440389,0.9885559866386187
519.560391,0.9919568208634503
519.680394,0.9880815936284629
519.800396,0.9930584049499306
519.920398,0.9918407687045929
520.040401,0.9896726966116964
520.160403,0.9919491828253361
520.280406,0.9892462395875471
520.400408,0.9911914248360263
520.52041,0.9894262987880422
520.640413,0.9885075485820155
520.760415,0.9890761038664295
520.880418,0.991806550788335
521.00042,0.9895618594766713
521.120422,0.9933668967968118
521.240425,0.9905035785279822
521.360427,0.9926638419446653
521.48043,0.9886103587131021
521.600432,0.9904783210087645
521.720434,0.9917949467195747
521.840437,0.9913690622551943
521.960439,0.9905310158571127
522.080442,0.9915048891206512
522.200444,0.9925242832196962
522.320446,0.9936675351040644
522.440449,0.9909955847601154
522.560451,0.9926100410224501
522.680454,0.9930683355836332
522.800456,0.9908245536825925
522.920458,0.9909293884660343
523.040461,0.994092319378501
523.160463,0.990107654347804
