nu,[0]DL-Limonene-HITRAN(x-sec)-X=0.01-T=298.1K-P=1.0atm-L=15cm
632.505278,1.0
632.62488,1.0
632.744482,1.0
632.864084,1.0
632.983686,1.0
633.103288,1.0
633.22289,1.0
633.342492,0.9997965207047205
633.462094,0.9998518309781139
633.581696,1.0
633.701298,1.0
633.8209,1.0
633.940502,1.0
634.060104,1.0
634.179706,0.9996723236976102
634.299308,1.0
634.41891,1.0
634.538512,1.0
634.658114,1.0
634.777716,1.0
634.897318,1.0
635.01692,1.0
635.136522,1.0
635.256124,0.9995541694120049
635.375726,1.0
635.495328,1.0
635.61493,0.9999911961387542
635.734532,0.9999942163167256
635.854134,0.9999993370902197
635.973736,1.0
636.093338,0.9999803831924121
636.21294,1.0
636.332542,1.0
636.452144,0.99971780982314
636.571746,1.0
636.691348,0.9983218097387039
636.81095,0.999987683075854
636.930552,1.0
637.050154,1.0
637.169756,1.0
637.289358,1.0
637.40896,1.0
637.528562,0.9999509512029315
637.648164,0.9994807948336752
637.767766,1.0
637.887368,1.0
638.00697,1.0
638.126572,1.0
638.246174,1.0
638.365776,1.0
638.485378,0.9997510409954374
638.60498,0.9997499512673967
638.724582,1.0
638.844184,1.0
638.963786,1.0
639.083388,1.0
639.20299,0.9996974957636359
639.322592,0.9996443532573014
639.442194,1.0
639.561796,0.9999998221200158
639.681398,1.0
639.801,1.0
639.920602,0.9999872980806701
640.040204,0.9997713361475647
640.159806,0.9997354849902657
640.279408,0.999538126696329
640.39901,1.0
640.518612,1.0
640.638214,1.0
640.757816,1.0
640.877418,1.0
640.99702,1.0
641.116622,1.0
641.236224,1.0
641.355826,1.0
641.475428,0.9999670905415281
641.59503,1.0
641.714632,0.9997405936516466
641.834234,0.9998191063632272
641.953836,0.9990289717533432
642.073438,1.0
642.19304,1.0
642.312642,1.0
642.432244,1.0
642.551846,0.9999298664594718
642.671448,0.9995842164619424
642.79105,0.9987459869323381
642.910652,0.9995626356716745
643.030254,0.9999756372967755
643.149856,0.9994044574059293
643.269458,1.0
643.38906,0.9999729793650639
643.508662,0.9972815018266207
643.628264,0.9988797279737511
643.747866,1.0
643.867468,0.9999492542876072
643.98707,1.0
644.106672,1.0
644.226274,1.0
644.345876,1.0
644.465478,0.9998802371721401
644.58508,0.9997665672496652
644.704682,1.0
644.824284,1.0
644.943886,1.0
645.063488,0.9992919507852311
645.18309,1.0
645.302692,0.9996319877331326
645.422294,1.0
645.541896,1.0
645.661498,1.0
645.7811,1.0
645.900702,1.0
646.020304,0.9998359134636685
646.139906,1.0
646.259508,1.0
646.37911,1.0
646.498712,1.0
646.618314,1.0
646.737916,1.0
646.857518,1.0
646.97712,1.0
647.096722,0.9994493816459545
647.216324,1.0
647.335926,1.0
647.455528,1.0
647.57513,1.0
647.694732,1.0
647.814334,0.9994819642268893
647.933936,1.0
648.053538,1.0
648.17314,1.0
648.292742,1.0
648.412344,1.0
648.531946,0.9999925902274525
648.651548,1.0
648.77115,1.0
