nu,[0]Dimethylsulfoxide-PNNL(x-sec)-X=0.01-T=298.15K-P=1.0atm-L=15cm
676.302894,0.7387468309627234
676.422496,0.7382225068698188
676.542098,0.7382668015490581
676.6617,0.7387911571023521
676.781302,0.7396486520955331
676.900904,0.7371823466204367
677.020506,0.7380379743106324
677.140108,0.737949415067376
677.25971,0.7378977604162552
677.379312,0.7380748771319108
677.498914,0.7384735451962517
677.618516,0.7391532534756987
677.738118,0.7401665874082104
677.85772,0.7406996992483763
677.977322,0.7391384705584589
678.096924,0.7389537090369718
678.216526,0.7389758779807754
678.336128,0.7381708331029408
678.45573,0.7363498010455952
678.575332,0.7363939833591141
678.694934,0.7359817181734589
678.814536,0.7368285840038792
678.934138,0.7358860467688724
679.05374,0.7343349641777881
679.173342,0.7327505124790336
679.292944,0.7337990952698867
679.412546,0.7351211231094807
679.532148,0.7334249531456504
679.65175,0.735657957450045
679.771352,0.7347756973630284
679.890954,0.7348785731617972
680.010556,0.7318424649493791
680.130158,0.7299567450145343
680.24976,0.7274718316991388
680.369362,0.7265412634452999
680.488964,0.7239159387762204
680.608566,0.7228742500202908
680.728168,0.7216824909793463
680.84777,0.7202405684006072
680.967372,0.7197149846470852
681.086974,0.7209900082329072
681.206576,0.7239086996530284
681.326178,0.7246547097429137
681.44578,0.7263378603692948
681.565382,0.7277337687043826
681.684984,0.7286075734047914
681.804586,0.7258223435185706
681.924188,0.7234889543451357
682.04379,0.7210404792999502
682.163392,0.7176093060676079
682.282994,0.7140230744556251
682.402596,0.7118272666661565
682.522198,0.7092551103725961
682.6418,0.706967912179683
682.761402,0.7052520657508226
682.881004,0.706628649011511
683.000606,0.7134449499373549
683.120208,0.723264707529341
683.23981,0.7337110446615965
683.359412,0.7364455327421566
683.479014,0.734569988968286
683.598616,0.7292782008136304
683.718218,0.7245097932930932
683.83782,0.7259747822162126
683.957422,0.7279011667212185
684.077024,0.733813771398553
684.196626,0.7427394267611863
684.316228,0.7527817001896446
684.43583,0.7581227250854611
684.555432,0.7611536774875065
684.675034,0.761793315186819
684.794636,0.7614734291752052
684.914238,0.7616866715879189
685.03384,0.7660253620988816
685.153442,0.7696726379914602
685.273044,0.772711130083875
685.392646,0.774111003732802
685.512248,0.7753350658731449
685.63185,0.7761728800825255
685.751452,0.7787852072115026
685.871054,0.7805238360742639
685.990656,0.7817424034940017
686.110258,0.7830176826818777
686.22986,0.7840676296840557
686.349462,0.786116719095997
686.469064,0.7865492022134549
686.588666,0.7892911616794437
686.708268,0.7897016998141813
686.82787,0.7913855571061771
686.947472,0.7923120200831466
687.067074,0.7931364532149527
687.186676,0.7931285218900772
687.306278,0.7929857716040482
687.42588,0.7952728624562581
687.545482,0.7955751235699658
687.665084,0.7963472058391916
687.784686,0.7964427732378215
687.904288,0.7969207822901396
688.02389,0.7969606293254218
688.143492,0.7968809372471595
688.263094,0.7970084483977391
688.382696,0.7976941704815939
688.502298,0.7968968750252817
688.6219,0.7972715045875944
688.741502,0.7973592092767685
688.861104,0.7969526597589763
688.980706,0.7963153525880273
689.100308,0.7963153525880273
689.21991,0.7967454790021046
689.339512,0.7954637508489384
689.459114,0.7952967210000081
689.578716,0.7941999684583365
689.698318,0.794589221802162
689.81792,0.7931999066693143
689.937522,0.7925814519708002
690.057124,0.7922803282361844
690.176726,0.7918209388815985
690.296328,0.7910453344697306
690.41593,0.7905866612038434
690.535532,0.7903416173226341
690.655134,0.7892359132318443
690.774736,0.7885180352348315
690.894338,0.7875881327036476
691.01394,0.7874857529012274
691.133542,0.7855901972987012
691.253144,0.7855037871296446
691.372746,0.7838402830383043
691.492348,0.7832761211571658
691.61195,0.7820942667388664
691.731552,0.7820238814222467
691.851154,0.7822272340661146
691.970756,0.7824619374400803
692.090358,0.7812188115065632
692.20996,0.7822585237812674
692.329562,0.7820786250099495
692.449164,0.7823054607007878
