nu,[0]Ethylenediamine-PNNL(x-sec)-X=0.01-T=278.17K-P=1.0atm-L=15cm
711.110258,0.8381568702639576
711.22986,0.8369591625046274
711.349462,0.8379054609161661
711.469064,0.8354623456544876
711.588666,0.8324184665515507
711.708268,0.8324267907778373
711.82787,0.831619728279375
711.947472,0.8291368989713634
712.067074,0.8283330261207241
712.186676,0.8292446937747401
712.306278,0.8234767194606973
712.42588,0.8268268310664438
712.545482,0.8271162711063693
712.665084,0.8248283292977385
712.784686,0.8239544744935511
712.904288,0.8239627140794938
713.02389,0.8209196851125766
713.143492,0.821231693870829
713.263094,0.8178878945489697
713.382696,0.8190746922164378
713.502298,0.8168743420921221
713.6219,0.8169968824337317
713.741502,0.8143866709756568
713.861104,0.81529114206903
713.980706,0.8116062258322146
714.100308,0.8123207536570791
714.21991,0.8107139498255741
714.339512,0.8085198893163199
714.459114,0.8110139694872243
714.578716,0.8073160917331507
714.698318,0.8048253352103554
714.81792,0.8051151244899717
714.937522,0.8051634328466772
715.057124,0.8071304303839256
715.176726,0.8041495657916697
715.296328,0.8020133703461783
715.41593,0.8041817324176296
715.535532,0.8044069348295729
715.655134,0.8043023687249892
715.774736,0.8038520854895764
715.894338,0.8034181225439527
716.01394,0.80276761735486
716.133542,0.8036350747242659
716.253144,0.8041736906405144
716.372746,0.7992751696117739
716.492348,0.8030968195598159
716.61195,0.7999068464752759
716.731552,0.8013559889457038
716.851154,0.7995229833234943
716.970756,0.7991792623459715
717.090358,0.7977898995256795
717.20996,0.7958934172738907
717.329562,0.7921694167542163
717.449164,0.7946130598363847
717.568766,0.7936521594959266
